Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
23088.004311/2016-04;2016;Oficina de Origami para crianças de 4 e 5 anos;MARCIA SAYURI KASHIMOTO;IMC;18/03/16;20/05/16;Sim;R$ 0,00;R$ 0,00
23088.014898/2019-02;2019;Oficina Origami I;MARCIA SAYURI KASHIMOTO;IMC;23/08/19;27/09/19;Sim;R$ 0,00;R$ 0,00
23088.004851/2019-22;2019;Projeto do sistema de esgotamento sanitário do bairro Pessegueiro;MARCIA VIANA LISBOA MARTINS;IRN;18/03/19;30/06/19;Não;R$ 0,00;R$ 0,00
23088.008896/2019-76;2019;Projeto Capacitação dos membros do CODEMA;MARCIA VIANA LISBOA MARTINS;IRN;08/05/19;09/10/19;Não;R$ 0,00;R$ 0,00
23499.000536/2017-22;2018;Engenheiros do Futuro: Uma pesquisa-ação visando a difusão da ciência e engenharia de materiais no ciclo fundamental e ensino do método científico;MARCIO ROBERTO DE FREITAS;Itabira;29/05/17;20/12/17;Sim;R$ 4.800,00;
23499.000302/2017-85;2018;Rondom Itabira;MÁRCIO TSUYOSHI YASUDA;Itabira;02/03/17;14/12/17;Sim;R$ 0,00;R$ 0,00
23499.000394/2018-84;2018;Maré Verde Social;MÁRCIO TSUYOSHI YASUDA;Itabira;02/04/18;17/12/18;Sim;R$ 0,00;R$ 0,00
23499.000411/2018-83;2018;Artesanato Sustentável;MÁRCIO TSUYOSHI YASUDA;Itabira;02/04/18;17/12/18;Sim;R$ 0,00;R$ 0,00
23499.000412/2018-28;2018;Maré Verde para o acesso ao Ensino Superior;MÁRCIO TSUYOSHI YASUDA;Itabira;05/04/18;29/11/18;Sim;R$ 0,00;R$ 0,00
23499.000426/2018-41;2018;Maré Verde: Educando para o futuro;MÁRCIO TSUYOSHI YASUDA;Itabira;02/04/18;01/12/18;Sim;R$ 0,00;R$ 0,00
23499.000956/2016-17;2018;Física Uai!;MÁRCIO TSUYOSHI YASUDA;Itabira;01/07/16;10/12/16;Sim;R$ 0,00;R$ 0,00
23499.001355/2019-35;2019;Maré Guardiã de Sonhos;MÁRCIO TSUYOSHI YASUDA;ICPA;02/09/19;14/12/19;Não;R$ 0,00;R$ 0,00
23499.002084/2018-02;2018;Natal Solidário;MÁRCIO TSUYOSHI YASUDA;Itabira;01/12/18;08/12/18;Sim;R$ 0,00;R$ 0,00
23499.000088/2018-48;2018;Minicurso de desenho auxiliado por computador;MARCO AURÉLIO MOURA SURIANI;Itabira;05/02/18;29/06/18;Sim;R$ 0,00;R$ 0,00
23499.000088/2018-48;2018;Minicurso de desenho auxiliado por computador;MARCO AURÉLIO MOURA SURIANI;Itabira;05/02/18;29/06/18;Sim;R$ 0,00;R$ 0,00
23499.000439/2018-11;2018;V Semana da Engenharia Eletrica Automação e Controle (V SEEAC);MARCO AURÉLIO MOURA SURIANI;Itabira;09/04/18;10/09/18;Sim;R$ 0,00;R$ 0,00
23499.000596/2019-15;2019;CPEE - Congresso Pesquisa Extensão e Ensino;MARCOS ROBERTO DE ABREU ALVES;IEI;01/05/19;30/04/20;Não;R$ 0,00;R$ 0,00
23499.000763/2018-39;2018;CPEE - Congresso Pesquisa Extensão e Ensino;MARCOS ROBERTO DE ABREU ALVES;Itabira;01/05/18;30/04/19;Não;R$ 37.248,00;
23088.015988/2017-41;2017;Participação em formação e capacitação em inovação de processos para desenvolvimento de EAD com Conceitos de Engenharia em Sistemas Elétricos de Distribuição;MARCOS VINICIUS XAVIER DIAS;ISEE;13/04/17;16/01/19;Sim;R$ 286.207,56;R$ 77.805,33
23088.016894/2018-70;2018;CEFIC - Curso de Capacitação em Eficiência Energética;MARCOS VINICIUS XAVIER DIAS;ISEE;01/10/18;30/09/19;Não;R$ 0,00;R$ 0,00
23088.021530/2018-10;2018;Projeto Ecoeficiente paraa ONG Resgacti;MARIA CLAUDIA COSTA DE OLIVEIRA BOTAN;IRN;10/09/18;09/04/18;Sim;R$ 0,00;R$ 0,00
23088.025318/2018-13;2018;Mutirão de plantio de mudas nativas em memória ao eucalipto do Joaquinzão, em Taubaté - SP;MARIA CLAUDIA COSTA DE OLIVEIRA BOTAN;IRN;12/11/18;26/01/19;Sim;R$ 0,00;R$ 0,00
23088.025319/2018-68 ;2018;Mesa redonda com ex-alunos do curso de Enganharia Ambiental e Sanitária da Universidade de Taubaté - UNITAU;MARIA CLAUDIA COSTA DE OLIVEIRA BOTAN;IRN;01/11/18;01/11/18;Sim;R$ 0,00;R$ 0,00
23088.002832/2019-61;2019;Coro-Ação;MARIA ELENA LEYVA GONZÁLEZ;IFQ;10/03/19;10/12/19;Não;R$ 0,00;R$ 0,00
23499.000681/2019-75;2019;Segunda Língua;MARIA ELIZABETE VILLELA SANTIAGO;ICPA;01/04/19;31/12/19;Não;R$ 0,00;R$ 0,00
23499.000753/2017-12;2019;Segunda Língua;MARIA ELIZABETE VILLELA SANTIAGO;ICPA;14/08/17;27/11/17;Sim;R$ 0,00;R$ 0,00
23088.011903/2017-55;2017;IV Semana dos Recursos Energéticos ;MARIA LUIZA GRILLO RENÓ;IEM;29/05/17;02/06/17;Sim;R$ 7.080,27;R$ 7.080,27
23088.019570/2019-74;2019;NEIRU de Portas Abertas - Palestra sobre planejamento urbano;MARIA RACHEL DE ARAUJO RUSSO;IRN;24/09/19;24/09/19;Sim;R$ 0,00;R$ 0,00
23088.016626/2018-11;2018;Participação no Programa de Pós Graduação em ciências de Engenharia Ambiental (PPGSEA);MARIA RITA RAIMUNDO E ALMEIDA ;IRN;20/08/18;19/08/19;Não;R$ 0,00;R$ 0,00
23088.016627/2018-11;2018;Participação no Programa de Pós Graduação em Qualidade Ambiental (PPGMQ);MARIA RITA RAIMUNDO E ALMEIDA ;IRN;20/08/18;18/02/19;Sim;R$ 0,00;R$ 0,00
23088.017260/2017-53;2017;Caracterização da condutividade térmica, elétrica e microestrutural de materiais;MARIA VIRGINIA GELFUSI;IEM;01/09/17;30/08/19;Não;R$ 15.500,00;
23499.000470/2018-51;2018;Unifei Portas Abertas Ensino Fundamental 2018;MARTINELLY VIEIRA MARTINS;Itabira;05/04/18;07/06/18;Sim;R$ 0,00;R$ 0,00
23499.000498/2017-16;2018;Allons au Cinéma!;MARTINELLY VIEIRA MARTINS;Itabira;02/05/17;17/11/17;Sim;R$ 0,00;R$ 0,00
23088.007274/2017-69;2017;Participação no curso de curta duração – QPSE – Eletrônica de Potência Aplicada a Sistemas Elétricos;MAURICIO CAMPOS PASSARO;ISEE;24/10/16;27/10/16;Sim;R$ 2.590,00;R$ 1.400,00
23088.012146/2016-56;2016;Primeira Semana de Engenharia Elétrica;MAURICIO CAMPOS PASSARO;ISEE;08/08/16;12/08/16;Sim;R$ 0,00;R$ 0,00
23088.014206/2017-56;2017;Segunda Semana de Engenharia Elétrica;MAURICIO CAMPOS PASSARO;ISEE;28/08/17;06/09/17;Sim;R$ 2.000,00;R$ 2.000,00
23088.014211/2017-69;2017;Participação no curso de curta duração – QPSE – ESTABILIDADE E DINÂMICA DE SISTEMAS ELÉTRICOS;MAURICIO CAMPOS PASSARO;ISEE;24/07/17;28/07/17;Sim;R$ 8.395,66;R$ 8.430,84
23088.020856/2016-50;2016;Curso de Qualificação em Sistemas Elétricos - Estabilidade e Dinâmica de Sistemas Elétricos II;MAURICIO CAMPOS PASSARO;ISEE;19/09/16;22/09/16;Sim;R$ 2.450,00;R$ 2.450,00
23088.005537/2017-03;2017;XXXI Encontro Regional da Sociedade Brasileira de Química de Minas Gerais;MAURÍCIO SILVA DOS SANTOS;IFQ;24/11/17;26/11/17;Sim;R$ 79.200,00;R$ 75.158,68
23088.009191/2018-95;2018;Introdução ao Python;MAURÍLIO PEREIRA COUTINHO;IEST;04/06/18;06/06/18;Sim;R$ 0,00;R$ 0,00
23088.020615/2018-72;2018;Programação Funcional 101;MAURÍLIO PEREIRA COUTINHO;IESTI;15/10/18;17/10/18;Sim;R$ 0,00;R$ 0,00
23088.000326/2017-76;2017;XXII Congresso Regional dos Estudantes de Engª Quimica COREEQ;MAXIMILIAN JOACHIM HODAPP;IRN;23/07/17;30/07/17;Sim;R$ 0,00;
23088.008415/2018-41;2018;Criação de laboratório Virtual da Engenharia Quimica por Fluidodinâmica Computacional (CFD);MAXIMILIAN JOACHIM HODAPP;IRN;02/05/18;02/05/19;Sim;R$ 0,00;R$ 0,00
23088.009451/2019-11;2019;Criação de laboratório Virtual da Engenharia Quimica por Fluidodinâmica Computacional (CFD);MAXIMILIAN JOACHIM HODAPP;IRN;20/05/19;20/05/20;Não;R$ 0,00;R$ 0,00
23088.019835/2019-34;2019;V Seminário de Recursos Naturais;MAXIMILIAN JOACHIM HODAPP;IRN;21/10/19;25/10/19;Não;R$ 0,00;R$ 0,00
23499.000370/2019-14;2019;Língua Brasileira de Sinais - Básico I;MAXWELL DE SOUZA DAMASCENO;ICT;05/04/19;12/07/19;Sim;R$ 0,00;R$ 0,00
23499.001358/2019-19;2019;Língua Brasileira de Sinais - Intermediário;MAXWELL DE SOUZA DAMASCENO;ICT;27/08/19;26/11/19;Não;R$ 0,00;R$ 0,00
23499.001392/2019-93;2019;III Ciclo de Formação Inclusiva, Tema Surdez;MAXWELL DE SOUZA DAMASCENO;ICT;26/09/19;26/09/19;Não;R$ 0,00;R$ 0,00
23088.016524/2019-13;2019;Treinamento de Tableau;MELISE MARIA VEIGA DE PAULA;IMC;23/08/19;23/08/19;Sim;R$ 0,00;R$ 0,00
23088.021090/2019-73;2019;Shine Brasil;MILADY RENATA APOLINARIO DA SILVA;IFQ;21/10/19;25/10/19;Não;R$ 0,00;R$ 0,00
23088.006646/2018-11;2018;As Doenças têm hostória;MILTON JOSÉ ZAMBONI;IMC;19/04/18;05/07/18;Sim;R$ 0,00;R$ 0,00
23088.006648/2018-18;2018;Negritudes Possíveis;MILTON JOSÉ ZAMBONI;IMC;18/04/18;20/06/18;Sim;R$ 0,00;R$ 0,00
23088.021673/2018-13;2018;As doenças têm história II;MILTON JOSÉ ZAMBONI;IEPG;18/10/18;29/11/18;Sim;R$ 0,00;R$ 0,00
PD001-2019;2019;Drops de Economia e Finanças do Grupo Denarius;MOISES DINIZ VASSALO;IEPG;06/12/18;03/12/19;Não;R$ 0,00;R$ 0,00
PJ003-2019;2019;EcoPonia - AquaSensor Hidroponia;ODILON DE OLIVEIRA DUTRA;IESTI;01/05/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.020116/2016-13;2016;Participação no Curso Operação, Controle e Monitoramento Ambiental de UTEs;OSVALDO J VENTURI;IEM;21/11/16;25/11/16;Sim;R$ 38.500,00;R$ 20.752,14
23088.005549/2016-49;2016;"Participação no curso ""Operação de Centrias Termelétricas""";OSVALDO JOSÉ VENTURINI;IEM;06/04/16;15/04/16;Sim;R$ 0,00;R$ 0,00
23088.016042/2019-63;2019;"Participação em Curso de Curta Duração ""Operação de Centrais Termelétricas""";OSVALDO JOSÉ VENTURINI;IEM;19/08/19;18/08/20;Não;R$ 69.952,48;
23088.019046/2018-12;2018;"Participação no curso de ""Centrais Termelétricas - Fundamentos Termodinâmicos, equipamentos e operação""";OSVALDO JOSÉ VENTURINI;IEM;24/09/18;23/09/19;Sim;R$ 13.492,23;R$ 15.046,73
23088.023227/2017-62;2017;Participação no curso de curta-duração - operação de Centrais Termelétricas ;OSVALDO JOSÉ VENTURINI;IEM;27/11/17;01/12/17;Sim;R$ 35.197,10;R$ 40.426,72
23088.023613/2017-54;2017;Participação no curso de curta duração - Ventilação Industrial;OSVALDO JOSÉ VENTURINI;IEM;18/12/17;22/12/17;Sim;R$ 28.766,62;R$ 29.275,60
23088.023615/2017-43;2017;Participação no curso de curta duração - Geração Térmica I;OSVALDO JOSÉ VENTURINI;IEM;23/10/17;27/10/17;Sim;R$ 6.929,62;R$ 6.929,62
23088.023618/2017-87;2017;Participação no curso de curta duração - QPSE 2017 - Geração Térmica II;OSVALDO JOSÉ VENTURINI;IEM;06/03/17;10/03/17;Sim;R$ 10.158,35;R$ 10.158,36
23088.004653/2016-16;2016;ACESSIBILIDADE CULTURAL: ARTICULAÇÕES E REFLEXÕES NA FORMAÇÃO DE Professor (a)ES;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;15/03/16;09/12/16;Sim;R$ 0,00;R$ 0,00
23088.004693/2019-19;2019;Práticas Inclusivas no Ensino de Ciências;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;06/03/19;06/12/19;Não;R$ 10.000,00;
23088.006331/2016-10;2016;Práticas Inclusicas no Ensino de Ciências;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;01/04/16;09/12/16;Sim;R$ 0,00;R$ 0,00
23088.006377/2018-92;2018;Praticas Inclusivas no Ensino de Ciências;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;01/05/18;03/12/18;Sim;R$ 10.000,00;
23088.006857/2017-72;2017;I Simpósio de Educação Inclusiva da UNIFEI;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;09/08/17;11/08/17;Sim;R$ 0,00;
23088.007832/2017-96;2017;Práticas Inclusicas no Ensino de Ciências;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;01/04/17;31/12/17;Sim;R$ 10.000,00;
CR007-2018;2018;Libras Básico I;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;30/08/18;29/11/18;Sim;R$ 0,00;R$ 0,00
23499.001457/2018-10;2018;Engenharia da Mobilidade: teoria e prática no contexto itabirano;PATRÍCIA BALDINI DE MEDEIROS GARCIA;Itabira;25/09/18;25/09/18;Sim;R$ 0,00;R$ 0,00
23088.005034/2018-19;2018;O Mundo da Aeronautica - Projeto de Especialidades Aeronauticas;PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;19/03/18;31/12/18;Sim;R$ 10.000,00;R$ 640,20
23088.007131/2019-19;2019;Uirá Micro;PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;01/02/19;30/01/20;Não;R$ 10.000,00;
23088.009243/2019-12;2019;Aeroday;PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;09/05/19;09/05/19;Sim;R$ 0,00;R$ 0,00
23088.017375/2019-18;2019;Semana de Tecnologias Aeronáuticas (STA);PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;02/09/19;06/09/19;Não;R$ 0,00;R$ 0,00
23088.020367/2019-41;2019;O Mundo da Aeronáutica;PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;03/10/19;30/06/20;Não;R$ 0,00;R$ 0,00
23088.002876/2017-20;2017;Aircraft Structural analysis using the finite element method;PATRICIA SILVA LOPES ALEXANDRINO;IEM;13/02/17;17/02/17;Sim;R$ 0,00;
23088.015890/2017-93;2017;Semana de tecnologias aeronauticas (STA);PATRICIA SILVA LOPES ALEXANDRINO;IEM;28/08/17;02/09/17;Sim;R$ 0,00;
23088.018333/2018-13;2018;Semana de Tecnologias Aeronáuticas (STA);PATRICIA SILVA LOPES ALEXANDRINO;IEM;10/09/18;15/09/18;Sim;R$ 0,00;R$ 0,00
23088.018773/2016-09;2016;Aeroday;PATRICIA SILVA LOPES ALEXANDRINO;IEM;10/11/16;11/11/16;Sim;R$ 0,00;R$ 0,00
23088.001178/2018-98;2018;Projeto arquitetônico e complementarres para execução de obra predial na Paróquia São Benedito/Itajubá-MG;PAULO CESAR GONÇALVES;IRN;05/12/17;30/01/19;Sim;R$ 0,00;R$ 0,00
23088.004012/2017-42;2017;Curso Assistencial Amigos de Itajubá - CAAI;PAULO CESAR GONÇALVES;PROEX;01/01/17;01/11/17;Sim;R$ 0,00;
23088.012290/2019-35;2019;Estudos técnicos para elaboração do projeto Passarela de Pedestre;PAULO CESAR GONÇALVES;IRN;21/06/19;20/04/20;Não;R$ 19.626,66;
23088.006601/2016-84;2016;17a Conferência Internacional sobre Harmônicos e Qualidade da Energia (17th ICHQP);PAULO FERNANDO RIBEIRO ;ISEE;01/01/16;31/12/16;Não;R$ 0,00;R$ 0,00
23088.008806/2017-85;2017;Aliança Bíblica Universitária do Brasil;PAULO FERNANDO RIBEIRO ;ISEE;22/05/17;25/05/18;Sim;R$ 0,00;
23088.008891/2017-81;2017;Propecção Tecnológica no Setor de Energia Elétrica;PAULO FERNANDO RIBEIRO ;ISEE;01/03/17;30/11/17;Sim;R$ 12.000,00;R$ 12.000,00
23088.011539/2018-12;2018;Aliança Biblíca Universitária do Brasil;PAULO FERNANDO RIBEIRO ;ISEE;12/06/18;12/06/19;Sim;R$ 0,00;R$ 0,00
23088.013967/2017-91;2017;"Workshop ""Smart Grids e Métricas Integradas de Desempenho Elétrico";PAULO FERNANDO RIBEIRO ;ISEE;10/08/17;11/08/17;Sim;R$ 0,00;
23088.016497/2018-06;2018;Medição e Análise da Qualidade dos Parâmetros Elétricos (Qualidade de Energia);PAULO FERNANDO RIBEIRO ;ISEE;01/08/18;01/08/19;Não;R$ 13.760,86;
23088.019639/2017-06;2017;II Semana da Esperança;PAULO FERNANDO RIBEIRO ;ISEE;06/11/17;10/11/17;Não;R$ 0,00;R$ 0,00
23088.021805/2018-15;2018;III Semana da Esperança;PAULO FERNANDO RIBEIRO ;ISEE;22/10/18;25/10/18;Sim;R$ 0,00;R$ 0,00
23088.024777/2018-80;2018;Medição e Verificação do Diagnóstico da Operação de Proteção;PAULO FERNANDO RIBEIRO ;ISEE;09/11/18;08/11/19;Não;R$ 16.077,00;
23088.006993/2018-43;2018;Projeto Play - Empreendedorismo Social;PAULO HENRIQUE DA SILVA CAMPOS;IEPG;02/04/18;07/12/18;Sim;R$ 0,00;R$ 0,00
23499.000283/2016-44;2019;COMPET - Competição em Maratona de Programação;PAULO JOSE LAGE ALVARENGA ;ICT;01/02/16;12/12/16;Sim;R$ 0,00;R$ 0,00
23499.000493/2017-85;2019;Hackathon Indústrias do setor Metal Mecânico no FIEMG Itinerante;PAULO JOSE LAGE ALVARENGA ;ICT;26/04/17;28/04/17;Sim;R$ 0,00;R$ 0,00
23499.000551/2016-90;2019;Aplicativo Caminhos Drumondianos;PAULO JOSE LAGE ALVARENGA ;ICT;18/04/16;18/07/16;Sim;R$ 0,00;R$ 0,00
23499.000610/2017-19;2019;Maratona Mineira de Programação;PAULO JOSE LAGE ALVARENGA ;ICT;26/05/17;28/05/17;Sim;R$ 0,00;R$ 0,00
23499.001746/2015-76;2019;Unifei Tech Morning;PAULO JOSE LAGE ALVARENGA ;ICT;09/12/15;09/12/15;Sim;R$ 0,00;R$ 0,00
23499.001747/2015-11;2019;Aprender.com;PAULO JOSE LAGE ALVARENGA ;ICT;01/03/15;15/12/15;Sim;R$ 0,00;R$ 0,00
23088.006462/2017-70;2017;Curso de Curta duração – QPSE – Proteção de Sistemas Elétricos;PAULO MÁRCIO DA SILVEIRA;ISEE;13/02/17;17/02/17;Sim;R$ 8.795,66;R$ 8.795,66
23088.017730/2016-06;2016;Proteção de sistemas elétricos - Básico;PAULO MÁRCIO DA SILVEIRA;ISEE;26/09/16;28/09/16;Sim;R$ 25.000,00;R$ 15.550,62
23088.024127/2017-53;2017;Participação no curso de curta duração – AJUSTES DE PARÂMETROS DE RELÉS DE PROTEÇÃO;PAULO MÁRCIO DA SILVEIRA;ISEE;07/11/17;09/11/17;Sim;R$ 9.880,05;R$ 12.123,42
23088.024134/2017-55;2017;Participação no curso de curta duração – AJUSTES DE PARÂMETROS DE RELÉS DE PROTEÇÃO (in company);PAULO MÁRCIO DA SILVEIRA;ISEE;27/11/17;01/12/17;Sim;R$ 15.204,27;R$ 17.809,99
23088.024183/2017-98;2017;Participação no curso de curta duração – PROTEÇÃO DE SISTEMAS ELÉTRICOS;PAULO MÁRCIO DA SILVEIRA;ISEE;23/10/17;27/10/17;Sim;R$ 15.078,28;R$ 15.078,28
23088.024185/2017-87;2017;Participação no curso de curta duração – QUALIDADE DA ENERGIA ELÉTRICA;PAULO MÁRCIO DA SILVEIRA;ISEE;20/11/17;24/11/17;Sim;R$ 14.973,30;R$ 14.973,30
23088.001679/2018-74;2018;Coyotes MotoRacing UNIFEI;PAULO PEREIRA JÚNIOR;IEM;01/01/18;31/12/18;Sim;R$ 9.268,72;R$ 9.268,72
23088.002075/2019-26;2019;Coyotes MotoRacing UNIFEI;PAULO PEREIRA JÚNIOR;IEM;01/01/19;31/12/19;Não;R$ 10.000,00;
23499.000401/2018-48;2018;POPTEC- popularização de conceitos e tecnologias de geração de energia, com fontes renováveus e eficiência energética em escolas de ensino médio de Itabira - MG;RAFAEL BALBINO CARDOSO;Itabira;27/04/18;13/12/18;Sim;R$ 7.900,00;
23499.000550/2017-26;2018;POPTEC Popularização de conceitos e Tecnologias de geração de energia com fontes renováveis e eficiência energética, em escolas de ensino médio de Itabira - MG;RAFAEL BALBINO CARDOSO;Itabira;01/05/17;19/12/17;Sim;R$ 0,00;R$ 0,00
23499.000612/2019-61;2019;Curso de curta duração de Energia Solar Fotovoltaica;RAFAEL BALBINO CARDOSO;ICPA;15/04/19;20/05/19;Sim;R$ 3.500,00;R$ 3.150,00
23499.001938/2018-25;2018;Participação no curso de Curta Duração de Energia Solar Fotovoltaica;RAFAEL BALBINO CARDOSO;Itabira;15/11/18;20/12/18;Sim;R$ 4.500,00;R$ 3.340,64
23088.003656/2017-13;2017;Programação;RAFAEL DE MOURA MOREIRA;IESTI;04/03/17;04/03/18;Sim;R$ 0,00;
23088.007676/2018-44;2018;Dev-U;RAFAEL DE MOURA MOREIRA;IESTI;02/03/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23499.000684/2019-17;2019;Equipe Sagres;RAFAEL EMILIO LOPES;ICT;15/01/19;31/12/19;Não;R$ 0,00;R$ 0,00
23499.000348/2019-66;2019;Por trás das câmeras: produção de material didático-artístico sobre saúde e segurança no trabalho como ferramenta de ensino para universitários e empresas;RAONI ROCHA SIMÕES;ICPA;06/03/19;31/12/19;Não;R$ 9.240,00;
23499.000513/2018-07;2018;Desenvolvimento de um BLOG e um CANAL sobre Ergonomia da Atividade;RAONI ROCHA SIMÕES;ICPA;01/03/18;01/12/18;Sim;R$ 0,00;R$ 0,00
23499.000515/2018-98;2018;1º Seminário Internacional de Saúde e Segurança da Unifei-Itabira;RAONI ROCHA SIMÕES;Itabira;01/04/18;26/04/18;Sim;R$ 0,00;R$ 0,00
23499.000780/2019-57;2019;Capacitação em Metodologias Ativas para aprimoramento do processo de ensino-aprendizagem no Ensino Superior;RENATA DOS SANTOS;ICPA;10/06/19;20/12/19;Não;R$ 0,00;R$ 0,00
23499.001348/2018-01;2018;Metodologias Ativas para aprimoramento do processo de ensino-aprendizagem no Ensino Superior;RENATA DOS SANTOS;Itabira;01/10/18;20/12/18;Sim;R$ 0,00;R$ 0,00
23499.001532/2016-81;2018;Pastoreio Universitário : vivência da espiritualidade cristã;RENATA DOS SANTOS;Itabira;14/11/16;14/11/17;Sim;R$ 0,00;R$ 0,00
23499.001698/2017-88;2017;Pastoreio Universitário II : Vivência da espirutualidade cristã;RENATA DOS SANTOS;Itabira;19/02/18;19/02/19;Sim;R$ 0,00;R$ 0,00
23499.000774/2019-08;2019;Oficina de Siderurgia e Oficina de Corrosão;RICARDO LUIZ PEREZ TEIXEIRA;IEI;10/06/19;25/06/19;Sim;R$ 0,00;R$ 0,00
23499.001637/2019-82;2019;Oficina de Processamento e de Materiais para Engenharia;RICARDO LUIZ PEREZ TEIXEIRA;IEI;10/10/19;22/11/19;Não;R$ 0,00;R$ 0,00
23088.008469/2016-45;2016;Emissão de Parecer técnico p/fundamento Ininterrupto - Decreto 27.048 de 12/08/49 e Portaria 945 de 08/07/15 do Ministerio do Trabalho;RICARDO RISSO CHAVES;IEM;12/05/16;10/06/16;Sim;R$ 7.650,00;R$ 7.650,00
23088.012705/2017-17;2017;EMISSÃO DE Parecer Técnico sobre questões de prova para fins jurídicos, por solicitação de Pessoa física;RICARDO RISSO CHAVES;IEM;28/06/17;30/08/17;Sim;R$ 2.000,00;R$ 2.000,00
23088.012708/2017-42;2017;Emissão de parecer técnico para funcionamento inisterrupto;RICARDO RISSO CHAVES;IEM;28/06/17;27/06/18;Sim;R$ 36.000,00;R$ 9.579,00
23088.019788/2018-48;2018;Emissão de Parecer Técnico para funcionamento inicterrupto - Decreto 27.048 de 12/08/49;RICARDO RISSO CHAVES;IEM;13/09/18;30/11/18;Sim;R$ 9.000,00;R$ 9.000,00
23499.000382/2018-50;2018;Conhecendo a energia nas ciências;RICARDO SHITSUKA;Itabira;01/08/18;28/02/19;Sim;R$ 0,00;R$ 0,00
23499.000737/2018-19;2018;Produção de Material Didático sobre Carlos Drumond de Andrade;RICARDO SHITSUKA;Itabira;01/06/18;20/12/18;Sim;R$ 0,00;R$ 0,00
23499.001087/2017-30;2018;Produção de Material Didático sobre Carlos Drumond para Educação Básica;RICARDO SHITSUKA;Itabira;14/09/17;11/12/17;Sim;R$ 0,00;R$ 0,00
23499.001363/2017-60;2018;Palestras e Oficinas de Produção Docente;RICARDO SHITSUKA;Itabira;31/08/17;31/08/18;Sim;R$ 0,00;R$ 0,00
23088.004726/2018-31;2018;Integramat 2018;RICK ANTONIO RISCHER;IMC;27/03/18;28/03/18;Sim;R$ 0,00;R$ 0,00
23088.016029/2019-12;2019;Treinamento do Terceiro Nível da OBMEP;RICK ANTONIO RISCHTER;IMC;14/09/19;07/12/19;Não;R$ 0,00;R$ 0,00
23088.001877/2018-38;2018;Cursos EAD de Curta Duração;RITA DE CASSIA MAGALHAES TRINDADE STANO;IEPG;29/01/18;30/07/18;Sim;R$ 0,00;R$ 0,00
23088.004791/2016-03;2016;PROJETO DENTRO E FORA: CIRANDA DE FORMAÇÃO ACADÊMICA E PEDAGÓGICA INTERDISCIPLINAR Professor (a) ;RITA DE CASSIA MAGALHAES TRINDADE STANO;IEPG;02/04/16;13/12/16;Sim;R$ 0,00;R$ 0,00
23088.007811/2017-71;2017;"Projeto dentro e Fora; Ciranda de formação acadêmica e pedagógica interdisciplinar docente";RITA DE CASSIA MAGALHAES TRINDADE STANO;IEPG;01/04/17;31/12/17;Sim;R$ 9.516,00;
23088.003489/2017-19;2017;Epic Coders – Maratona de Programação;ROBERTO AFFONSO DA COSTA JUNIOR;IMC;01/01/17;31/12/17;Sim;R$ 0,00;R$ 0,00
