Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
23088.013842/2019-22;2019;Sistema de Informação Gerencial para Microempresas;ELIZABETE RIBEIRO SANCHES DA SILVA;IMC;12/08/19;22/11/19;Não;R$ 0,00;R$ 0,00
23088.002974/2019-29;2019;Planejamento e Organização do II Seminário de Educação Empreendedora em Engenharia da Associação Brasileira de Educação em Engenharia (ABENGE);ELZO ALVES ARANHA;IEPG;13/02/19;22/03/19;Sim;R$ 0,00;R$ 0,00
23088.002981/2019-21;2019;Curso de Técnicas Edle-Educação Empreendedora para professores de Engenharia - Módulo Básico - Organizado pela Associação Brsileira de Educação em Engenharia - ABENGE;ELZO ALVES ARANHA;IEPG;13/02/19;21/03/19;Sim;R$ 0,00;R$ 0,00
23088.004801/2017-83;2017;Curso de Introdução ao Empreendedorismo para alunos do Ensino Médio - Módulo I - Comportamento Empreendedor;ELZO ALVES ARANHA;IEPG;27/03/17;27/06/17;Sim;R$ 0,00;
23088.008233/2017-90;2017;Empreendedorismo, Inovação aberta, aprendizagem ativa e design thinking no recôncavo da Bahia;ELZO ALVES ARANHA;IEPG;31/05/17;02/05/17;Sim;R$ 0,00;
23088.012822/2019-34;2019;Palestra: EDLE: Entrepreneurial Dynamic Learning - (Técnicas Integradas de Aprendizagem Dinâmica Empreendedora) - Compartilhamento de Experiências Inovadoras de Aprendizagem na Educação Superior;ELZO ALVES ARANHA;IEPG;01/07/19;24/07/19;Não;R$ 0,00;R$ 0,00
23088.014699/2016-43;2016;1º Encontro de Popularização de Ciência, Tecnolodia, Inovação e Empreendedorismo do Sul de Minas;ELZO ALVES ARANHA;IEPG;21/09/16;10/02/17;Sim;R$ 0,00;R$ 0,00
23088.021079/2016-61;2016;1º BUSINESS MODEL INTERNATIONAL MEETING - BRAZIL & DENMARK                                     ;ELZO ALVES ARANHA;IEPG;01/12/16;15/02/16;Sim;R$ 0,00;R$ 0,00
23088.021446/2016-26;2016;WORKSHOP DE EMPREENDEDORISMO, EDUCAÇÃO EMPREENDEDORA, APRENDIZAGEM ATIVA E DESIGN THINKING PARA PROFESSORES E ESTUDANTES DA ESCOLA PÚBLICA DE ENSINO MÉDIO;ELZO ALVES ARANHA;IEPG;09/12/16;12/12/16;Sim;R$ 0,00;R$ 0,00
23088.022728/2018-11;2018;Palestra Cidade Empreendedora e cidade 4.0;ELZO ALVES ARANHA;IEPG;05/11/18;05/11/18;Sim;R$ 0,00;R$ 0,00
23088.024686/2018-44;2018;Palestra Universidade Empreendedora;ELZO ALVES ARANHA;IEPG;21/11/18;22/11/18;Sim;R$ 0,00;R$ 0,00
23499.000412/2017-47;2018;Mini Curso de Simulação de Tráfego utilizando o software AimSun;EMERSON JOSÉ DE PAIVA;Itabira;31/03/17;01/04/17;Sim;R$ 0,00;R$ 0,00
23499.000482/2018-86;2019;Capacitação em Simulação de Tráfego com Aimsun;EMERSON JOSÉ DE PAIVA;IEI;27/03/18;16/05/18;Sim;R$ 0,00;R$ 0,00
23088.012964/2019-00;2019;"Palestra sobre ""Teoria e observações sobre relâmpagos no Brasil""";ENRIQUE VIEIRA MATTOS;IRN;09/06/19;12/06/19;Sim;R$ 0,00;R$ 0,00
23088.006173/2017-17;2017;FliperamAAA;ENZO SERAPHIM;DSI;08/04/17;08/04/17;Sim;R$ 0,00;
23088.024651/2017-24;2017;Contrato de revisão Técninca com Cessão de Direitos Autorais;ENZO SERAPHIM;IESTI;12/12/17;11/12/18;Sim;R$ 6.000,00;R$ 9.540,00
23499.000658/2018-08;2018;Maratona Mineira de Programaçaõ;ÉRICK OLIVEIRA RODRIGUES;Itabira;10/05/18;15/12/18;Sim;R$ 0,00;R$ 0,00
23499.000772/2019-19;2019;Maratona de Programação;ÉRICK OLIVEIRA RODRIGUES;ICT;07/05/19;06/03/20;Não;R$ 0,00;R$ 0,00
23499.000959/2018-23;2018;Equipe de desenvolvimento de jogos eletronicos;ÉRICK OLIVEIRA RODRIGUES;Itabira;25/06/18;25/06/19;Não;R$ 0,00;R$ 0,00
23499.001226/2018-14;2018;Ensino de Programação básica/Desenvolvimento de Aplicativos no EEMZA -  Itabira;ÉRICK OLIVEIRA RODRIGUES;Itabira;14/08/18;14/12/18;Sim;R$ 0,00;R$ 0,00
 23088.000296/2016-17;2016;Ensaios Elétricos em Chave Seccionadora;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;30/06/16;Sim;R$ 4.778,68;R$ 4.778,68
23088.000194/2016-00;2016;Ensaios Elétricos em Cabos Isolados;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/12/15;30/05/16;Sim;R$ 71.481,42;R$ 71.481,42
23088.000245/2016-95;2016;Ensaios Elétricos em Bobinas;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 17.280,17;R$ 17.280,17
23088.000258/2016-64;2016;Ensaios Elétricos em Cabos Isolados;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;30/06/16;Sim;R$ 118.510,37;R$ 118.510,37
23088.000262/2016-22;2016;Ensaios elétricos em Capacitores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 1.394,32;R$ 1.394,32
23088.000303/2016-81;2016;Ensaios Elétricos em Equipamentos de Baixa tensão;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 0,00;R$ 0,00
23088.000886/2019-92;2019;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/19;31/12/19;Não;R$ 139.238,53;
23088.001043/2018-22;2018;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/18;31/06/18;Não;R$ 51.000,00;
23088.001195/2018-25;2018;Ensaios Elétricos em Transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/18;31/12/18;Não;R$ 225.600,00;
23088.001454/2018-18;2018;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/18;31/12/18;Não;R$ 319.564,00;
23088.002445/2019-25;2019;Ensaios Elétricos em transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/19;31/12/19;Não;R$ 237.768,42;
23088.002446/2019-70;2019;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/19;31/12/19;Não;R$ 215.868,42;
23088.002448/2019-69;2019;Inspeção em ensaios em isoladores e transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/19;31/12/19;Não;R$ 14.056,55;
23088.002615/2016-29;2016;Ensaios Elétricos em Espaçadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 0,00;R$ 0,00
23088.002619/2016-15;2016;Ensaios Elétricos em Grampos de Ancoragem;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 0,00;R$ 0,00
23088.002623/2016-75;2016;Ensaios Elétricos em Para-raios;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 0,00;R$ 0,00
23088.002627/2016-53;2016;Ensaios Elétricos em Isoladores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;30/06/16;Sim;R$ 13.906,33;R$ 13.906,33
23088.002632/2016-66;2016;Ensaios Elétricos em TP – Transformador Potencial;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 24.909,99;R$ 24.909,99
23088.002635/2016-05;2016;Ensaios Elétricos em TC – Transformador de Corrente;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 2.132,00;R$ 2.132,00
23088.002638/2016-33;2016;Ensaios Elétricos em Transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;30/06/16;Sim;R$ 430.578,92;R$ 430.578,92
23088.002640/2016-11;2016;Ensaios elétricos em Módulo Externo (a);ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 0,00;R$ 0,00
23088.002657/2016-60;2016;Ensaios Elétricos em Núcleo Metálicos em Aço - Classe de Tensão 1 kV;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;04/01/16;31/06/16;Sim;R$ 0,00;R$ 0,00
23088.003211/2016-52;2016;Curso de Técnicas em Alta Tensão;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;07/03/16;11/03/16;Sim;R$ 24.000,00;R$ 24.000,00
23088.004601/2016-40;2016;Inspeção de Ensaios em Isoladores e transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;19/03/16;23/03/16;Sim;R$ 7.977,20;R$ 7.977,20
23088.005667/2019-08;2019;Recuperação de Mercado - Energia Segura com Inibidores de Furtos - Fase Desenvolvimento Experimental;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;03/06/19;02/10/19;Não;R$ 88.854,20;
23088.005984/2018-35;2018;Inspeção em ensaior em isoladores e transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/18;30/06/18;Sim;R$ 14.056,55;R$ 52.084,70
23088.006045/2016-46;2016;Inspeção de Ensaios em Isoladores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;05/02/16;17/02/16;Sim;R$ 7.128,00;R$ 7.128,00
23088.008930/2019-11;2019;Estudo do impacto dos processos de descontaminação de PCB no desempenho de transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;13/05/19;12/05/20;Não;R$ 90.000,00;
23088.010842/2016-28;2016;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/16;31/12/16;Sim;R$ 160.420,00;R$ 160.420,00
23088.010908/2016-80;2016;Ensaios Elétricos em Transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/16;31/12/16;Sim;R$ 194.000,00;R$ 194.000,00
23088.011068/2016-75;2016;Ensaios Elétricos em Transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/16;31/12/16;Sim;R$ 181.980,61;R$ 181.980,61
23088.011137/2016-92;2016;ENSAIOS FISICO-QUIMICOS EM MATERIAIS ELÉTRICOS ;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/16;31/12/16;Sim;R$ 50.000,00;R$ 0,00
23088.011138/2016-92;2016;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/16;31/12/16;Sim;R$ 109.648,06;R$ 109.648,06
23088.013805/2017-52;2017;Ensaio Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/17;31/12/17;Sim;R$ 200.000,00;R$ 139.903,35
23088.013850/2017-15;2017;Inspeção de Ensaios em Isoladores e transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/17;31/12/17;Sim;R$ 41.464,51;R$ 0,00
23088.014017/2019-45;2019;Estudos de descargas parciais em isoladores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;15/08/19;14/05/20;Não;R$ 47.278,62;
23088.014328/2018-23;2018;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/18;31/12/18;Não;R$ 51.094,00;
23088.014398/2017-09;2017;Ensaios Laboratoriais em equipamentos dfe média e alta tensão;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/17;31/12/17;Sim;R$ 150.000,00;R$ 39.553,46
23088.016222/2019-45;2019;Estudos de descargas parciais em isoladores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;15/08/19;14/05/20;Não;R$ 0,00;R$ 0,00
23088.017742/2018-94;2018;Inspeção em ensaios em isoladores e transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/18;31/12/18;Sim;R$ 14.056,55;R$ 0,00
23088.021964/2016-40;2016;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;02/01/17;30/06/17;Sim;R$ 175.150,00;R$ 104.783,08
23088.021967/2016-83;2016;Ensaios Elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/17;31/06/2017;Sim;R$ 80.000,00;R$ 19.301,01
23088.021968/2016-28;2016;Ensaios Elétricos em Transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/17;30/06/17;Sim;R$ 330.000,00;
23088.021971/2016-41;2016;Ensaios físico-químicos em materiais elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/01/17;30/06/17;Sim;R$ 50.000,00;R$ 0,00
23088.021972/2016-96;2016;Inspeção de Ensaios em Isoladores e transformadores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/07/16;31/12/16;Sim;R$ 8.133,84;R$ 8.133,84
23088.023161/2018-91;2018;Estudos de descargas parciais em isoladores;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;15/11/18;14/08/19;Não;R$ 47.278,62;
23088.024878/2018-51;2019;Ensaios elétricos;ESTÁCIO TAVARES WANDERLEY NETO;ISEE;01/09/18;28/02/19;Não;R$ 0,00;R$ 0,00
23088.006822/2019-03;2019;Museu Itinerante de Geologia e Mineralogia;ESTEFÂNIA FERNANDES DOS SANTOS;IRN;28/03/19;30/07/19;Não;R$ 8.810,00;
23499.000973/2017-46;2018;Popesia e Ciência;EVANDRO AUGUSTO DE MORAIS;Itabira;01/04/17;30/12/17;Sim;R$ 0,00;R$ 0,00
23499.000974/2017-91;2018;Planetário Itinerante;EVANDRO AUGUSTO DE MORAIS;Itabira;20/02/17;20/12/17;Sim;R$ 0,00;R$ 0,00
23499.001031/2017-85;2018;Curso Preparatório para ENEM;EVANDRO AUGUSTO DE MORAIS;Itabira;14/08/17;03/12/17;Sim;R$ 0,00;R$ 0,00
23499.001044/2018-35;2018;Curso Preparatório para ENEM 2018;EVANDRO AUGUSTO DE MORAIS;Itabira;13/08/18;30/11/18;Sim;R$ 4.800,00;
23088.017263/2019-59;2019;Química na Prática;EVANDRO FORTES ROZENTALSKI;IFQ;12/08/19;06/12/19;Não;R$ 0,00;R$ 0,00
23088.014053/2019-17;2019;Participação em Curso de Especialização em Engenharia de Processos, Produtividade e Qualidade na Faculdade de Administração e Informática (FAI), de Santa Rita do Sapucaí, Minas Gerais (Módulo PCP);FABIANO LEAL;IEPG;03/08/19;28/11/19;Não;R$ 3.523,53;
23088.016710/2019-52;2019;Curso de mapeamento de processo através da técnica BPMN para Empresas Juniores;FABIANO LEAL;IEPG;19/09/19;24/10/19;Não;R$ 0,00;R$ 0,00
23088.014977/2019-13;2019;Semana da Química;FABIO DA SILVA LISBOA;IFQ;05/08/19;09/08/19;Sim;R$ 0,00;R$ 0,00
23088.005996/2018-60;2018;Curso de Resolução de Cases;FÁBIO FAVARETTO;IEPG;21/03/18;23/03/18;Sim;R$ 0,00;R$ 0,00
23088.015453/2017-70;2017;Clube de Consultoria de Itajubá;FÁBIO FAVARETTO;IEPG;10/08/17;10/08/18;Sim;R$ 0,00;
23088.018885/2019-02;2019;Desenvolvimento de manual para uso de indicadores para administração de materiais em supermercados;FÁBIO FAVARETTO;IEPG;20/09/19;10/01/20;Não;R$ 0,00;R$ 0,00
23088.009614/2016-13;2016;How to Enhance Your Entrepreneurial Profile;FABIO ROBERTO FOWLER;IEPG;25/05/16;25/05/16;Sim;R$ 10.500,00;R$ 10.500,00
PJ006-2019;2019;Laticin;FABIO ROBERTO FOWLER;IEPG;17/05/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.003196/2016-42;2016;Projeto Baja - SACI;FELIPE DE SOUZA ELOY;IEM;01/01/16;31/12/16;Sim;R$ 0,00;R$ 0,00
23499.000711/2018-62;2018;Enactus Unifei-Itabira;FERNANDA RODRIGUES DA SILVA;Itabira;28/05/18;04/02/19;Sim;R$ 0,00;R$ 0,00
23499.001475/2016-30;2018;Enactus Unifei-Itabira;FERNANDA RODRIGUES DA SILVA;Itabira;31/10/16;30/06/17;Sim;R$ 0,00;R$ 0,00
23499.000486/2018-64;2018;Terça literária;FERNANDA RODRIGUES SILVA;Itabira;11/04/18;15/12/18;Sim;R$ 0,00;R$ 0,00
23499.000492/2017-31;2018;Terça Literária;FERNANDA RODRIGUES SILVA;Itabira;07/04/17;15/12/17;Sim;R$ 0,00;R$ 0,00
23499.000520/2018-09;2018;Quarta Arte;FERNANDO NEVES LIMA;IEI;04/06/18;30/12/18;Sim;R$ 0,00;R$ 0,00
23088.001229/2017-09;2017;Show de Talentos;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;26/11/16;27/11/16;Sim;R$ 0,00;
23088.001358/2016-16;2016;Exposição Olhar Selvagem;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;19/11/15;22/12/15;Sim;R$ 0,00;R$ 0,00
23088.001508/2016-83;2016;Teatro D’Efeito;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;20/02/15;30/11/15;Sim;R$ 0,00;R$ 0,00
23088.001513/2016-96;2016;Show de Talentos 2015;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;14/11/15;15/11/15;Sim;R$ 0,00;R$ 0,00
23088.001656/2017-89;2017;Coral Unifei                                           ;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/08/16;05/12/16;Sim;R$ 0,00;
23088.003636/2016-61;2016;Oficina “A poesia da alma feminina na obra de Chico Buarque”;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;09/03/16;09/03/16;Sim;R$ 0,00;R$ 0,00
23088.003737/2016-32;2016;Exposição Faces;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;08/03/16;29/04/16;Sim;R$ 0,00;R$ 0,00
23088.003919/2017-94;2017;Universidade Cultural;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;23/02/17;05/12/17;Sim;R$ 0,00;
23088.003939/2017-65;2017;Forró de Segunda;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;13/03/17;29/06/17;Sim;R$ 0,00;
23088.004003/2017-51;2017;Bateria Danada;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;07/03/17;01/12/17;Sim;R$ 0,00;
23088.004037/2017-46;2017;Cia Teatral D´Efeito;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;08/03/17;15/12/17;Sim;R$ 0,00;
23088.006854/2016-58;2016;Café com Letras;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/04/16;26/11/16;Sim;R$ 0,00;R$ 0,00
23088.006879/2016-51;2016;Corpo a Corpo;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;15/03/16;30/11/16;Sim;R$ 0,00;R$ 0,00
23088.006885/2016-17;2016;Musicalizando;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;11/04/16;30/11/16;Sim;R$ 0,00;R$ 0,00
23088.006890/2016-11;2016;Pratododia;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;31/04/16;30/11/16;Sim;R$ 0,00;R$ 0,00
23088.007507/2016-42;2016;Exposição Rurale;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;05/05/16;30/06/16;Sim;R$ 0,00;R$ 0,00
23088.008004/2016-94;2016;Piquenique Cultural;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;17/04/16;17/04/16;Sim;R$ 0,00;R$ 0,00
23088.008974/2016-90;2016;Universidade Cultural;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;22/02/16;10/12/16;Sim;R$ 0,00;R$ 0,00
23088.009247/2016-40;2016;Arraiá Unifei 2016;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;19/06/16;19/06/16;Sim;R$ 12.794,30;R$ 12.794,30
23088.009434/2016-23;2016;Encontro das Novas Artes;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;21/05/16;21/05/16;Sim;R$ 0,00;R$ 0,00
23088.009496/2016-23;2016;Festival de Cores;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;19/03/16;19/03/16;Sim;R$ 0,00;R$ 0,00
23088.010656/2017-70;2017;Arraiá Unifei 2017;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;11/06/17;11/06/17;Sim;R$ 0,00;
23088.010698/2017-19;2017;Encontro das Novas Artes;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;22/04/17;20/05/17;Sim;R$ 0,00;
23088.011659/2016-40;2016;Cineclube das 6;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;09/05/16;26/11/16;Sim;R$ 0,00;R$ 0,00
23088.011665/2016-05;2016;Cia Teatral D’Efeito;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;30/03/16;30/11/16;Sim;R$ 0,00;R$ 0,00
23088.012568/2016-21;2016;Bateria Danada;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;22/03/16;01/12/16;Sim;R$ 0,00;R$ 0,00
23088.012840/2016-73;2016;Oficina “Ceia de palavras com Adélia Prado”;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;03/08/16;03/08/16;Sim;R$ 0,00;R$ 0,00
23088.014005/2016-76;2016;Oficina de canto, com Jucilene Buosi;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;18/08/16;19/08/16;Sim;R$ 0,00;R$ 0,00
23088.014479/2016-10;2016;Forró de Segunda;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;22/08/16;02/12/16;Sim;R$ 0,00;R$ 0,00
23088.019045/2016-14;2016;Semana Mais Bonita (SMB) ;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;19/09/16;24/09/16;Sim;R$ 0,00;R$ 0,00
23088.021568/2016-12;2016;Palestra Arte e Moda;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;29/11/16;29/11/16;Sim;R$ 0,00;R$ 0,00
23088.022015/2016-87;2016;IV Festival da Música Brasileira;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;22/10/16;22/10/16;Sim;R$ 0,00;R$ 0,00
23088.023176/2017-79;2017;Oficina de Canto;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;24/11/17;26/11/17;Sim;R$ 0,00;R$ 0,00
23088.023839/2017-55;2017;Musicalizando;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;13/03/17;01/12/17;Sim;R$ 0,00;R$ 0,00
23088.023852/2017-12;2017;Festival de Cores;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;21/03/17;21/03/17;Sim;R$ 0,00;R$ 0,00
23088.023866/2017-28;2017;Semana Mais Bonita (SMB);FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;21/03/17;21/03/17;Sim;R$ 0,00;R$ 0,00
23088.023873/2017-20;2017;Show de Talentos;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;11/11/17;12/11/17;Sim;R$ 0,00;R$ 0,00
23088.024048/2017-42;2017;Corpo a Corpo;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;15/03/17;04/12/17;Sim;R$ 0,00;R$ 0,00
23088.024296/2017-93;2017;Forró de Segunda;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;31/07/17;01/12/17;Sim;R$ 0,00;R$ 0,00
CR001-2018;2018;Coral Unifei;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;12/03/18;30/06/18;Sim;R$ 0,00;R$ 0,00
CR001-2019;2019;Coral Unifei;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/03/19;30/06/19;Não;R$ 1.600,00;
CR002-2018;2018;Forró de Segunda;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;26/02/18;30/06/18;Sim;R$ 0,00;R$ 0,00
CR003-2018;2018;Bateria Danada;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;26/02/18;20/12/18;Sim;R$ 0,00;R$ 0,00
CR005-2018;2018;Coral Unifei 2.2018;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;30/07/18;30/11/18;Sim;R$ 0,00;R$ 0,00
CR006-2018;2018;Cine B;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;20/02/18;02/12/18;Sim;R$ 0,00;R$ 0,00
CR006-2019;2019;Bateria Danada;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;25/05/19;29/11/19;Não;R$ 0,00;R$ 0,00
CR011-2018;2019;FORRÓ DE SEGUNDA 2.2018;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;06/07/18;31/11/2018;Sim;R$ 0,00;R$ 0,00
CR012-2018;2018;Corpo a Corpo;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;20/02/18;07/12/18;Sim;R$ 0,00;R$ 0,00
CR013-2018;2018;Curso Assistencial Amigos de Itajubá - CAAI;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/02/18;29/10/18;Sim;R$ 0,00;R$ 0,00
CR014-2018;2018;Novo Circus;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;07/03/18;07/12/18;Sim;R$ 0,00;R$ 0,00
CR015-2018;2018;Teatro D'Efeito;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;22/03/18;25/11/18;Sim;R$ 0,00;R$ 0,00
EV001-2017;2017;V Festival da Música Brasileira;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;13/06/17;26/08/17;Sim;R$ 0,00;R$ 0,00
EV002-2018;2018;Piquenique Cultural e Festival das Cores;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;24/03/18;24/03/18;Sim;R$ 0,00;R$ 0,00
EV002-2019;2019;Piquenique Cultural e Festival das Cores;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/04/19;07/04/19;Não;R$ 0,00;R$ 0,00
EV004-2019;2019;Encontro de Novas Artes - ENA;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/05/19;26/05/19;Não;R$ 0,00;R$ 0,00
EV005-2019;2019;Coral Unifei 2019.2;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;05/08/19;02/12/19;Não;R$ 0,00;R$ 0,00
EV007-2018;2018;ENA - Encontro das Novas Artes;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;06/05/18;06/05/18;Sim;R$ 0,00;R$ 0,00
EV008-2018;2018;Café com Letras;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;03/03/18;10/12/18;Sim;R$ 0,00;R$ 0,00
EV008-2019;2019;Arraiá Unifei 2019;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;04/04/19;16/06/19;Sim;R$ 0,00;R$ 0,00
EV009-2018;2018;Cineclube das 6;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;03/03/18;10/12/18;Sim;R$ 0,00;R$ 0,00
EV009-2019;2019;Ansiedade: como lidar com vestibulandos ansiosos na contemporaneidade?;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;18/06/19;18/06/19;Não;R$ 0,00;R$ 0,00
EV011-2018;2018;Arraiá Unifei 2018;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;10/06/18;10/06/18;Sim;R$ 0,00;R$ 0,00
