Número doprocesso - SIPAC/SIGAA,Ano do registro,Título da atividade,Nome do (a) Coordenador (a),Local de lotação do (a) Coordenador (a),Data de início da atividade,Data de termino da atividade,Relatório Final,Receita (Prevista),Receita (Realizada)
23088.015782/2018-00,2018,UM PANORAMA DA RADIACAO ULTRAVIOLETA NO BRASIL E SEUS IMPACTOR SOBRE A POPULACAO,MARCELO DE PAULA CORREA,IRN,30/8/2018,30/8/2018,SIM," R$ 4.500,00 "," R$ 4.744,44 "
23088.016521/2018-07,2018,I SIMPOSIO INTERNACIONAL DE EDUCACAO EM CIENCIAS E III SEMANA DAS LICENCIATURAS DA UNIFEI,DENISE PEREIRA DE ALCANTARA FERRAZ,IFQ,29/10/2018,1/11/2018,SIM," R$ 2.000,00 "," R$ 2.820,00 "
23088.017742/2018-94,2018,INSPECAO EM ENSAIOS EM ISOLADORES E TRANSFORMADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/7/2018,31/12/2018,SIM," R$ 14.056,55 ", R$ -   
23088.019046/2018-12,2018,"PARTICIPACAO NO CURSO DE ""CENTRAIS TERMELETRICAS - FUNDAMENTOS TERMODINAMICOS, EQUIPAMENTOS E OPERACAO""",OSVALDO JOSE VENTURINI,IEM,24/9/2018,23/9/2019,SIM," R$ 13.492,23 "," R$ 15.046,73 "
23088.018487/2018-05,2018,FOTOPROTECAO COM ENFASE EM LUZ VISIVEL,MARCELO DE PAULA CORREA,IRN,25/9/2018,25/9/2018,SIM," R$ 3.950,00 "," R$ 4.014,72 "
23499.001457/2018-10,2018,ENGENHARIA DA MOBILIDADE: TEORIA E PRATICA NO CONTEXTO ITABIRANO,PATRICIA BALDINI DE MEDEIROS GARCIA,ITABIRA,25/9/2018,25/9/2018,SIM, R$ -   , R$ -   
23088.019159/2018-18,2018,TREINAMEMBROS - ENTREPRENEURIAL ACTION US,LUIZ EUGENIO VENEZIANI PASIN,IEPG,25/8/2018,25/8/2018,SIM, R$ -   , R$ -   
PJ002-2018,2018,QUANTO VALE O DINHEIRO PARA OS JOVENS? CONSTRUCAO E CONSOLIDACAO DO CONHECIMENTO DE EDUCACAO FINANCEIRA ENTRE ALUNOS UNIVERSITARIOS,ANDRE LUIZ MEDEIROS,IEPG,19/3/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.019200/2018-56,2018,TESTE DE BOMBEAMENTO EM CISTERNAS NA UNIFEI CAMPUS ITAJUBA,ANA PAULA MONI SILVA,IRN,21/9/2018,15/12/2018,NÃO, R$ -   , R$ -   
23088.018935/2018-62,2018,FISCALIZACAO DO CUMPRIMENTO DO PLANO DE MELHORIAS E PROVIDENCIAS DA DISTRIBUIDORA DE ENERGIA ELETRICA,ROBERTO AKIRA YAMACHITA,ISEE,25/6/2018,24/6/2019,SIM," R$ 50.000,00 "," R$ 50.000,00 "
23088.016497/2018-06,2018,MEDICAO E ANALISE DA QUALIDADE DOS PARAMETROS ELETRICOS (QUALIDADE DE ENERGIA),PAULO FERNANDO RIBEIRO ,ISEE,1/8/2018,1/8/2019,SIM," R$ 12.124,09 "," R$ 12.124,09 "
23499.001401/2018-65,2018,SAUDE E SEGURANCA PARA TODOS,LUCIANA DE MELO GOMIDES,ITABIRA,30/10/2018,30/10/2019,SIM, R$ -   , R$ -   
23088.018973/2018-15,2018,CURSO DE FORMACAO DE PRECEPTORES E RESIDENTES,JANAINA ROBERTA DOS SANTOS,IRN,17/8/2018,18/10/2018,SIM , R$ -   , R$ -   
23499.001348/2018-01,2018,METODOLOGIAS ATIVAS PARA APRIMORAMENTO DO PROCESSO DE ENSINO-APRENDIZAGEM NO ENSINO SUPERIOR,RENATA DOS SANTOS,ITABIRA,1/10/2018,20/12/2018,SIM, R$ -   , R$ -   
23088.019788/2018-48,2018,EMISSAO DE PARECER TECNICO PARA FUNCIONAMENTO INICTERRUPTO - DECRETO 27.048 DE 12/08/49,RICARDO RISSO CHAVES,IEM,13/9/2018,30/11/2018,SIM, R$ -   ," R$ 9.000,00 "
23088.020090/2018-75,2018,QUIMICA COM SEGURANCA,GEISE RIBEIRO,IFQ,26/10/2018,26/10/2018,SIM, R$ -   , R$ -   
23499.001346/2018-11,2018,BATERIA CALANGODUM,JULIANO DE ALMEIDA MONTE-MOR,ITABIRA,1/10/2018,30/9/2019,SIM, R$ -   , R$ -   
23088.020615/2018-72,2018,PROGRAMACAO FUNCIONAL 101,MAURILIO PEREIRA COUTINHO,IESTI,15/10/2018,17/10/2018,SIM, R$ -   , R$ -   
23499.001347/2018-58,2018,ESCALANGO - MONTANHISMO UNIFEI,JULIANO DE ALMEIDA MONTE-MOR,ITABIRA,1/10/2018,30/9/2019,SIM, R$ -   , R$ -   
23088.020893/2018-20,2018,"PROJETO, MONTAGEM E INSTRUMENTACAO DE UM PROTOTIPO EXPERIMENTAL PARA CONTROLE DE PROCESSOS",THIAGO VAZ DA COSTA,IRN,1/4/2018,1/4/2019,NÃO, R$ -   , R$ -   
23088.020897/2018-16,2018,DESENVOLVIMENTO DE UMA PLATAFORMA PARA MONITORAMENTO E APLICACAO EXPERIMENTAL DE TECNICAS DE CONTROLE AVANCADO,THIAGO VAZ DA COSTA,IRN,1/9/2018,1/2/2019,SIM, R$ -   , R$ -   
23499.001539/2017-83,2018,PROJETO TECNOLOGICO - IRON RACERS DE FORMULA SAE,GLAUBER ZERBINI COSTAL,ITABIRA,1/2/2017,31/1/2018,SIM, R$ -   , R$ -   
23088.021530/2018-10,2018,PROJETO ECOEFICIENTE PARAA ONG RESGACTI,MARIA CLAUDIA COSTA DE OLIVEIRA BOTAN,IRN,10/9/2018,9/4/2018,SIM, R$ -   , R$ -   
23088.021673/2018-13,2018,AS DOENCAS TEM HISTORIA II,MILTON JOSE ZAMBONI,IEPG,18/10/2018,29/11/2018,SIM, R$ -   , R$ -   
23088.021730/2018-64,2018,OFICINA PILOTO DE ENGENHARIA QUIMICA,HUGO PERAZINNI,IRN,1/8/2018,1/8/2019,SIM, R$ -   , R$ -   
23088.014328/2018-23,2018,ENSAIOS ELETRICOS,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/7/2018,31/12/2018,SIM," R$ 51.094,00 "," R$ 57.564,39 "
23088.008929/2018-05,2018,PROJETOS DE ENGENHARIA DE PRODUCAO,LOURIVAL JORGE MENDES NETO,IEM,26/2/2018,29/6/2018,SIM, R$ -   , R$ -   
23088.020269/2018-77,2018,PARTICIPACAO NO CURSO DE CURTA DURACAO EM OPERACAO DE TURBINAS HIDRAULICAS E REGULADORES DE VELOCIDADE,HELCIO FRANCISCO VILLA NOVA,IEM,1/10/2018,30/9/2019,SIM," R$ 5.831,87 "," R$ 6.321,31 "
23088.020106/2018-40,2018,EDUCACAO PERMANENTE PARA FUNCIONARIOS EM ATENCAO BASICA À SAUDE DA PMI,ELIANA DE FATIMA SOUZA SALOMON,IEPG,1/9/2018,31/8/2019,SIM, R$ -   , R$ -   
23499.001736/2018-83,2018,ESOCIAL: IMPLEMANTACAO DA FERRAMENTA E SEUS EVENTOS JPRATICOS PARA A SAUDE E SEGURANCA DO TRABALHO,ANNA RITA TOMICH M FELIPPE,ITABIRA,16/11/2018,16/12/2018,SIM, R$ -   , R$ -   
23499.001722/2018-60,2018,CHEERLEADERS,ROSE-MARIE BELARDI,ITABIRA,12/9/2018,12/9/2019,SIM, R$ -   , R$ -   
23088.020105/2018-03,2018,"PALESTRA ""ENGENHARIA DE PRODUCAO: NOVAS TENDENCIAS E AVANCOS"" - UNIVERSIDADE DE RIO VERDE GO",CARLOS EDUARDO SANCHES DA SILVA,IEPG,26/9/2018,26/9/2018,SIM," R$ 2.000,00 "," R$ 2.000,00 "
23499.001750/2018-87,2018,PROGRAMA DE FOMENTO AO EMPREENDEDORISMO - BELMONT LAB,LILIAN BARROS PEREIRA CAMPOS,ITABIRA,19/10/2018,19/10/2019,SIM, R$ -   , R$ -   
23088.022862/2018-11,2018,"PRESTACAO DE SERVICO PARA ASSESSORAMENTO, PESQUISE E DESENVOLV. PROJETOS ESPECIFICOS PARA DESENVOLVER O PORTAL BRASILEIRO DE INDICADORES DE EFICIENCIA ENERGETICA PARA O INTERNATIONAL ENERGY INITIATIVE - IEI BRASIL",ROBERTO AKIRA YAMACHITA,ISEE,10/9/2018,9/7/2019,SIM," R$ 46.000,00 "," R$ 46.000,00 "
23499.000404/2018-81,2018,OBSERVATORIO DE CONFLITOS RURAIS DO ALTO E MEDIO RIO DOCE (MG),LEONARDO FERREIRA REIS,ITABIRA,27/3/2018,29/02/19,SIM, R$ -   , R$ -   
23499.000956/2016-17,2018,FISICA UAI!,MARCIO TSUYOSHI YASUDA,ITABIRA,1/7/2016,10/12/2016,SIM, R$ -   , R$ -   
23088.022728/2018-11,2018,PALESTRA CIDADE EMPREENDEDORA E CIDADE 4.0,ELZO ALVES ARANHA,IEPG,5/11/2018,5/11/2018,SIM, R$ -   , R$ -   
23088.022950/2018-13,2018,PARTICIPACAO NO CURTA DURACAO EM TERMOGRAFIA INFRAVERMELHA,EDSON DA COSTA BORTONI,IESTI,29/10/2018,28/10/2019,SIM, R$ -   , R$ -   
23088.023161/2018-91,2018,ESTUDOS DE DESCARGAS PARCIAIS EM ISOLADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,15/11/2018,14/8/2019,SIM," R$ 47.278,62 "," R$ 47.278,60 "
23088.016851/2018-94,2018,CAMPEONATO DE CUBO MAGICO - ETAPA PRIMAVERA,FREDERICO OLIVEIRA PASSOS,ISEE,15/9/2018,16/9/2018,SIM, R$ -   , R$ -   
23088.021805/2018-15,2018,III SEMANA DA ESPERANCA,PAULO FERNANDO RIBEIRO ,ISEE,22/10/2018,25/10/2018,SIM, R$ -   , R$ -   
23088.023600/2018-66,2018,TREINAMENTO EM RESILIENCIA URBANA - NEIRU,GERALDO LUCIO TIAGO FILHO,IRN,9/11/2018,10/11/2018,NÃO, R$ -   , R$ -   
23088.023601/2018-19,2018,ELABORACAO DE ESTUDO ESTRATEGICO PARA IMPLANTACAO DE UNIDADE DE SAUDE,GERALDO LUCIO TIAGO FILHO,IRN,1/10/2018,31/12/2018,SIM," R$ 20.760,00 "," R$ 27.624,00 "
23088.023645/2018-31,2018,PALESTRA SOBRE EFEITOS DA RADIACAO UV SOBRE A PELA E SUAS IMPLICACÕES AMBIENTAIS NO EVENTO SCIENTIFIC SUNCARE DAY,MARCELO DE PAULA CORREA,IRN,9/11/2018,9/11/2018,SIM, R$ -   ," R$ 4.400,00 "
23088.024648/2017-19,2017,CONTRATO DE REVISAO TECNINCA COM CESSAO DE DIREITOS AUTORAIS,THATYANA DE FARIA PIOLA SERAPHIM,IESTI,12/12/2017,11/12/2018,SIM, R$ -   , R$ -   
23088.024651/2017-24,2017,CONTRATO DE REVISAO TECNINCA COM CESSAO DE DIREITOS AUTORAIS,ENZO SERAPHIM,IESTI,12/12/2017,11/12/2018,SIM, R$ -   ," R$ 9.540,00 "
23088.023401/2018-58,2018,"SEMANA PARA AUTOMOCAO, COMPUTACAO E ELETRONICA - SPACE",RODRIGO MAXIMIANO ANTUNES DE ALMEIDA,IESTI,11/9/2018,14/9/2018,SIM, R$ -   , R$ -   
23499.000219/2017-14,2018,EQUIPE MOUNTAINBAJA,JOSE CARLOS DE LACERDA,ITABIRA,1/1/2017,20/12/2017,SIM, R$ -   , R$ -   
23088.024064/2018-16,2018,II SEMINARIO DE ECONOMIA POPULAR SOLIDARIA E V ENCONTRO DE GRUPOS INCUBADOS,VIVIANE GUIMARAES PEREIRA,IEPG,26/11/2018,27/11/2018,SIM," R$ 2.382,72 "," R$ 2.382,72 "
23088.024083/2018-42,2018,PATICIPACAO EM PROGRAMA DE CAPACITACAO EM ENGENHARIA ECONOMICA 1 E 2,JOSE ARNALDO BARRA MONTEVECHI,IEPG,9/11/2018,30/11/2018,SIM," R$ 8.050,00 "," R$ 10.742,90 "
23499.001938/2018-25,2018,PARTICIPACAO NO CURSO DE CURTA DURACAO DE ENERGIA SOLAR FOTOVOLTAICA,RAFAEL BALBINO CARDOSO,ITABIRA,15/11/2018,20/12/2018,SIM," R$ 4.500,00 "," R$ 3.340,64 "
23088.024069/2018-49,2018,PESQUISA PARA LEVANTAMENTO DO POTENCIAL DE ENERGIAS OCEANICAS E FLUVIAIS NA BAIA DE SAO MARCOS NO MARANHAO - INEOF,GERALDO LUCIO TIAGO FILHO,IRN,1/10/2018,30/9/2019,NÃO, R$ -   , R$ -   
23088.024490/2018-50,2018,MINICURSO SOBRE DIVERSIDADE SOCIAL NO TRABALHO,ISABEL CRISTINA DA SILVA ARANTES,IEPG,25/7/2018,25/7/2018,SIM, R$ -   , R$ -   
23088.024674/2018-10,2018,PARTICIPACAO EM PROGRAMA DE CAPACITACAO EM ENGENHARIA ECONOMICA 1 E 2,EDSON DE OLIVEIRA PAMPLONA,PROEX,28/11/2018,8/12/2018,SIM," R$ 12.075,00 "," R$ 16.190,11 "
23088.024686/2018-44,2018,PALESTRA UNIVERSIDADE EMPREENDEDORA,ELZO ALVES ARANHA,IEPG,21/11/2018,22/11/2018,SIM, R$ -   , R$ -   
23088.024689/2018-88,2018,CURSO DE LINKEDIN,ISABEL CRISTINA DA SILVA ARANTES,IEPG,17/11/2018,17/11/2018,SIM, R$ -   , R$ -   
23088.023239/2018-78,2018,WORKSHOP PROJETO SEMESTRAL UNIFEI 2018,LOURIVAL JORGE MENDES NETO,IEM,20/10/2018,20/11/2018,SIM, R$ -   , R$ -   
23499.000498/2017-16,2018,ALLONS AU CINEMA!,MARTINELLY VIEIRA MARTINS,ITABIRA,2/5/2017,17/11/2017,SIM, R$ -   , R$ -   
23499.000498/2017-16,2018,ALLONS AU CINEMA!,MARIA ELIZABETE VILLELA SANTIAGO,ITABIRA,2/5/2017,17/11/2017,SIM, R$ -   , R$ -   
23088.024948/218-71,2018,MINICURSO INTERNATIONAL ADVANCES IN BIODIGESTION TECHNOLOGY,DIEGO MAURICIO YEPES MAYA,IEM,10/12/2018,14/12/2018,SIM, R$ -   , R$ -   
23088.024958/2018-14,2018,SEMINARIO INTERNACIONAL UNIFEI E UNILIBRE,DIEGO MAURICIO YEPES MAYA,IEM,5/11/2018,9/11/2018,SIM, R$ -   , R$ -   
23088.025012/2018-67,2018,RODA DE NEGOCIO ,ISABEL CRISTINA DA SILVA ARANTES,IEPG,22/11/2018,22/11/2018,SIM, R$ -   , R$ -   
23499.001975/2018-33,2018,AVALIACAO DO APROVEITAMENTO DE AGUA DE CHUVA NA PRODUCAO DE CIMENTO NA EMPRESA ITAMIX,EDUARDO DE AGUIAR DO COUTO,ITABIRA,01/11/18,30/4/2019,SIM, R$ -   , R$ -   
23088.025123/2018-73,2018,IMPRESSAO DE PECAS POR PROTOTIPAGEM RAPIDA,CARLOS HENRIQUE PEREIRA MELLO,PROEX,22/10/2018,21/10/2019,SIM," R$ 18.602,89 "," R$ 1.843,15 "
23499.002084/2018-02,2018,NATAL SOLIDARIO,MARCIO TSUYOSHI YASUDA,ITABIRA,1/12/2018,8/12/2018,SIM, R$ -   , R$ -   
23499.002084/2018-02,2018,NATAL SOLIDARIO,GLAUCIO MARCELINO MARQUES,ITABIRA,1/12/2018,8/12/2018,SIM, R$ -   , R$ -   
23499.001363/2017-60,2018,PALESTRAS E OFICINAS DE PRODUCAO DOCENTE,RICARDO SHITSUKA,ITABIRA,31/8/2017,31/8/2018,SIM, R$ -   , R$ -   
23088.015096/2018-21,2018,CURSO DE CURTA DURACAO EM TERMOGRAFIA INFRAVERMELHA,GUILHERME SOUSA BASTOS,IESTI,6/8/2018,6/8/2019,SIM," R$ 17.802,00 "," R$ 19.657,98 "
23088.025318/2018-13,2018,"MUTIRAO DE PLANTIO DE MUDAS NATIVAS EM MEMORIA AO EUCALIPTO DO JOAQUINZAO, EM TAUBATE - SP",MARIA CLAUDIA COSTA DE OLIVEIRA BOTAN,IRN,12/11/2018,26/1/2019,SIM, R$ -   , R$ -   
23088.025319/2018-68 ,2018,MESA REDONDA COM EX-ALUNOS DO CURSO DE ENGANHARIA AMBIENTAL E SANITARIA DA UNIVERSIDADE DE TAUBATE - UNITAU,MARIA CLAUDIA COSTA DE OLIVEIRA BOTAN,IRN,1/11/2018,1/11/2018,SIM, R$ -   , R$ -   
23499.000382/2018-50,2018,CONHECENDO A ENERGIA NAS CIENCIAS,RICARDO SHITSUKA,ITABIRA,1/8/2018,28/2/2019,SIM, R$ -   , R$ -   
23088.025393/2018-84,2018,FUNDACAO ASIMO,LEONARDO BRESEGHELLO ZOCCAL,IESTI,30/12/2018,30/12/2019,SIM, R$ -   , R$ -   
23088.025567/2018-17,2018,TERMOGERACAO CENTRALIZADA,MARCELO JOSE PIRANI,IEM,3/12/2018,3/3/2019,SIM, R$ -   ," R$ 10.126,36 "
23499.001742/2018-31,2018,CURSO DE APERFEICOAMENTO DA MAO DE OBRA DA CONSTRUCAO CIVIL,CARLOS AUGUSTO DE SOUZA OLIVEIRA,ITABIRA,5/11/2018,5/12/2018,SIM, R$ -   , R$ -   
23088.0026553/2018-11,2018,KRAKENS AUVS,MARCELO SANTIAGO DE SOUSA,IEM,15/12/2018,15/12/2019,SIM, R$ -   , R$ -   
23499.000499/2017-52,2018,BATERIA CALANGODUM,JOAO LUCAS DA SILVA,ITABIRA,20/6/2017,20/6/2018,SIM, R$ -   , R$ -   
23088.026940/2018-49,2018,ELABORACAO DE MATERIAL/ARTIGO DIDATICO SOBRE RADIACAO UV E EFEITO SOBRE OS OLHOS,MARCELO DE PAULA CORREA,IRN,9/11/2019,9/11/2018,SIM," R$ 3.450,00 "," R$ 3.450,00 "
23088.024784/2018-81,2018,II CAMPEONATO SUL-MINEIRO DE CUBO MAGICO - ETAPA NACIONAL,FREDERICO OLIVEIRA PASSOS,ISEE,9/3/2019,10/3/2019,SIM, R$ -   , R$ -   
23088.024550/2018-34,2018,WORKSHOP PPC - ENGENHARIA ELETRICA,BENEDITO DONIZETI BONATTO,ISEE,25/8/2018,25/8/2018,SIM, R$ -   , R$ -   
23088.014613/2017-63,2018,TODOS SOMOS LEITORES,SANDRA NAKAMATSU,IFQ,8/3/2017,6/12/2017,SIM, R$ -   , R$ -   
23088.014613/2017-63,2018,TODOS SOMOS LEITORES,CLAUDIA ELIANE DA MATTA,ISEE,8/3/2017,6/12/2017,SIM, R$ -   , R$ -   
23499.001349/2018-47,2018,UNIFEI DE PORTAS ABERTAS ENSINO MEDIO 2018,GLAUCIO MARCELINO MARQUES,ICPA,23/8/2018,28/9/2018,SIM, R$ -   , R$ -   
23499.002315/2018-70,2018,CAPACITACAO: GERADOR DE INDUCAO DUPLAMENTE ALIMENTADO (DFIG) PARA GERACAO DE ENERGIA EOLICA DE GRANDE PORTE - NOCÕES BASICAS,JOAO LUCAS DA SILVA,ICT,21/1/2019,27/1/2019,SIM, R$ -   , R$ -   
23499.001235/2017-16,2018,PAUSA,CLAUDIO ERNANI MARTINS OLIVEIRA,IEI,13/9/2017,12/9/2018,SIM, R$ -   , R$ -   
23499.001235/2017-16,2018,PAUSA,JOAO LUCAS DA SILVA,IEI,13/9/2017,12/9/2018,SIM, R$ -   , R$ -   
23499.001235/2017-16,2018,PAUSA,VANESSA SILVA DE FARIA,ITABIRA,13/9/2017,12/9/2018,SIM, R$ -   , R$ -   
23088.025245/2018-60,2018,PARTICIPACAO NO CURSO DE CURTA DURACAO EM SELETIVIDADE E COORDENACAO DE PROTECAO EM SISTEMAS INDUSTRIAIS ,JOSE MARIA DE CARVALHO FILHO,ISEE,3/12/2018,2/12/2019,SIM," R$ 10.862,02 "," R$ 10.101,91 "
23088.024777/2018-80,2018,MEDICAO E VERIFICACAO DO DIAGNOSTICO DA OPERACAO DE PROTECAO,PAULO FERNANDO RIBEIRO ,ISEE,9/11/2018,8/11/2019,NÃO," R$ 16.077,00 "," R$ 20.380,65 "
CR009-2018,2018,FORMACAO PARA BUSCA DE ANTERIORIDADE,JULIANA CAMINHA NORONHA,IEPG,13/11/2018,13/11/2018,SIM, R$ -   , R$ -   
CR010-2018,2018,PROPRIEDADE INTELECTUAL FOR NOOBS,JULIANA CAMINHA NORONHA,IEPG,13/11/2018,13/11/2018,SIM, R$ -   , R$ -   
PJ005-2018,2018,A SATISFACAO NO TRABALHO DOS COLABORADORES DO IEPG,JULIANA ESTACIO RIOS,IEPG,13/11/2018,20/12/2018,SIM, R$ -   , R$ -   
PJ006-2018,2018,A SATISFACAO NO TRABALHO DOS TRABALHADORES EM EDUCACAO DA UNIVERSIDADE FEDERAL DE ITAJUBA,JULIANA ESTACIO RIOS,IEPG,14/11/2018,16/11/2018,SIM, R$ -   , R$ -   
23088.001056/2019-82,2019,III SEMANA DE ENGENHARIA ELETRICA (SEMEEL),THIAGO CLE DE OLIVEIRA,ISEE,27/8/2018,6/9/2018,SIM, R$ -   , R$ -   
23088.001103/2019-98,2019,INTERPRETACAO SIMULTANEA PORTUGUES - ESPANHOL PARA A TRADWORKS,YOHAN ALI DIAZ MENDEZ,IEM,28/1/2019,31/1/2019,SIM," R$ 1.800,00 "," R$ 1.800,00 "
23499.002186/2018-10,2019,OFICINAS TEMATICAS: DESAFIOS DO COTIDIANO,MARCELLE NUNES ARAUJO,CGP,21/3/2019,8/8/2019,SIM, R$ -   , R$ -   
23088.001718/2019-14,2019,REVISAO TECNICA DE LIVRO DE ENGENHARIA ,SEBASTIAO SIMÕES DA CUNHA JUNIOR,IEM,1/12/2017,1/12/2018,SIM," R$ 9.449,00 "," R$ 9.449,00 "
23088.000664/2019-70,2019,PARTICIPACAO NO PROGRAMA DE POS-GRADUACAO EM BIOTECNOLOGIA (PPGBIOTEC),ANDRE AGUIAR MENDES,IRN,20/1/2019,19/1/2020,SIM, R$ -   , R$ -   
23088.027168/2018-82,2019,MONTAGEM DE DISPOSTIVO DE SOLDA POR DESCARGA CAPACITATIVA,SANDRO METREVELLE MARCONDES DE LIMA E SILVA,IEM,20/12/2018,11/3/2019,SIM, R$ -   ," R$ 1.150,00 "
23088.001049/2019-81,2019,CURSO RECICLAGEM AUDITORES INTERNOS SISVOO,CARLOS EDUARDO SANCHES DA SILVA,IEPG,14/1/2019,14/4/2019,NÃO," R$ 2.000,00 ",
23088.001074/2019-64,2019,PROJETO ESPECIAL: LIGA DE MERCADO FINANCEIRO DA UNIFEI,CLEBER GONCALVES JUNIOR,IEPG,31/8/2017,31/12/2018,SIM, R$ -   , R$ -   
23088.001080/2019-11,2019,PROJETO ESPECIAL: LIGA DE MERCADO FINANCEIRO DA UNIFEI,CLEBER GONCALVES JUNIOR,IEPG,1/1/2019,31/12/2019,SIM, R$ -   , R$ -   
23088.000886/2019-92,2019,ENSAIOS ELETRICOS,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2019,31/12/2019,SIM," R$ 139.238,53 "," R$ 164.780,09 "
23088.000553/2019-63,2019,CURSO ASSITENCIAL THEODOMIRO SANTIAGO - CATS,EDMILSON MARMO MOREIRA,IESTI,1/1/2019,31/12/2019,SIM, R$ -   , R$ -   
23499.000568/2017-28,2019,VI SEMINARIO DE SAUDE E SEGURANCA - VI SEMSSEG,LINDOMAR MATIAS GONCALVES,ITABIRA,15/5/2017,15/9/2017,SIM, R$ -   , R$ -   
23088.024883/2018-63,2019,SEMANA DE INVESTIMENTO AO VOLUNTARIO ,LUIZ EUGENIO VENEZIANI PASIN,IEPG,17/9/2018,22/9/2018,SIM, R$ -   , R$ -   
PJ001-2017,2019,CORAL UNIFEI,FLAVIA FERNANDA CARVALHO MOTTA BARBIERI,PROEX,1/3/2017,26/11/2017,SIM, R$ -   , R$ -   
23088.002274/2019-34,2019,GRUPO DE ESTUDOS EM EDUCACAO E TECNOLOGIAS - GEETEC,ALESSANDRA RODRIGUES,IFQ,1/3/2019,15/12/2019,SIM, R$ -   , R$ -   
23088.001726/2019-61,2019,PROJETO BAJA - EQUIPE SACI,JEAN CARLO CESCON PEREIRA,IEM,1/1/2019,31/12/2019,SIM, R$ -   , R$ -   
23088.002445/2019-25,2019,ENSAIOS ELETRICOS EM TRANSFORMADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2019,31/12/2019,SIM," R$ 237.768,42 "," R$ 18.392,40 "
23088.002446/2019-70,2019,ENSAIOS ELETRICOS,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2019,31/12/2019,SIM," R$ 215.868,42 "," R$ 72.004,04 "
23088.002448/2019-69,2019,INSPECAO EM ENSAIOS EM ISOLADORES E TRANSFORMADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2019,30/6/2019,SIM," R$ 14.056,55 "," R$ 23.502,00 "
23088.002662/2019-15,2019,TERMOGERACAO CENTRALIZADA,MARCELO JOSE PIRANI,IEM,11/2/2019,10/4/2019,SIM," R$ 9.648,00 "," R$ 13.040,32 "
23088.002832/2019-61,2019,CORO-ACAO,MARIA ELENA LEYVA GONZALEZ,IFQ,10/3/2019,10/12/2019,SIM, R$ -   , R$ -   
23088.002974/2019-29,2019,PLANEJAMENTO E ORGANIZACAO DO II SEMINARIO DE EDUCACAO EMPREENDEDORA EM ENGENHARIA DA ASSOCIACAO BRASILEIRA DE EDUCACAO EM ENGENHARIA (ABENGE),ELZO ALVES ARANHA,IEPG,13/2/2019,22/3/2019,SIM, R$ -   , R$ -   
23088.002981/2019-21,2019,CURSO DE TECNICAS EDLE-EDUCACAO EMPREENDEDORA PARA PROFESSORES DE ENGENHARIA - MODULO BASICO - ORGANIZADO PELA ASSOCIACAO BRSILEIRA DE EDUCACAO EM ENGENHARIA - ABENGE,ELZO ALVES ARANHA,IEPG,13/2/2019,21/3/2019,SIM, R$ -   , R$ -   
EV001-2019,2019,FEEDBACK,JULIANA ESTACIO RIOS,IEPG,12/2/2019,12/2/2019,SIM, R$ -   , R$ -   
23499.000302/2019-47,2019,II DEMAT - DIA DE ENGENHARIA DE MATERIAIS,HAROLDO LHOU HASEGAWA,IEI,1/2/2019,5/4/2019,SIM, R$ -   , R$ -   
23088.004118/2019-16,2019,EX MACHINA,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,1/1/2019,31/12/2019,SIM, R$ -   , R$ -   
23499.000280/2019-15,2019,EQUIPE DE ROBOTICA DRUMONSTERS,JULIANO DE ALMEIDA MONTE-MOR,ICT,15/2/2019,14/2/2020,SIM, R$ -   , R$ -   
23499.000323/2019-62,2019,"VI SEMANA DA ENGENHARIA ELETRICA, AUTOMACAO E CONTROLE (VI SEEAC)",LUIZ FELIPE PUGLIESE ,ICT,8/4/2019,9/9/2019,SIM, R$ -   , R$ -   
23499.000323/2019-62,2019,"VI SEMANA DA ENGENHARIA ELETRICA, AUTOMACAO E CONTROLE (VI SEEAC)",TIAGO GAIBA DE OLIVEIRA,ICT,8/4/2019,9/9/2019,SIM, R$ -   , R$ -   
23088.004693/2019-19,2019,PRATICAS INCLUSIVAS NO ENSINO DE CIENCIAS,PALOMA ALINNE ALVES RODRIGUES RUAS,IFQ,6/3/2019,6/12/2019,SIM," R$ 10.000,00 ",
23088.004664/2019-49,2019,LEDICAMP: LETRAMENTOS DIGITAIS NO CAMPUS,ALESSANDRA RODRIGUES,IFQ,6/3/2019,30/12/2019,SIM," R$ 8.000,00 "," R$ 8.000,00 "
23499.000349/2019-19,2019,MAQUINAS DE LEONARDO DA VINCI 2019,EDELMA ELETO DA SILVA,ICPA,1/4/2019,31/12/2019,SIM," R$ 8.800,00 "," R$ 8.800,00 "
