Número de registro na DPI ,Título do Projeto,Data de Registro,Início da vigência,Témino da vigência,Status,Órgão Financiador, Recursos Internos , Recursos Externos ,Bolsa Pesquisa,Mestrado/Doutorado,IC,Participação     Inicio e fim,Coordenador,Instituto Vinculado,Observações,Nota de mérito (projetos sem financiamento externo)
Atualização em 12-2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
704,"Captura via adsolubilização, de moléculas orgânicas de interesse, entre as lamelas de carboxilatos lamelares metálicos de: manganês (II), ferro (III), cobre (II) e zinco (II)",,ago/18,jun/20,Expirado,,,,,,,08/18 a 06/20,Fabio da Silva Lisboa ,IFQ,Relatório Final entregue e aprovado em 07/2020,10
705,Utilização do DNA barcoding para associação de estágios de vida de coleópteros (elateroidea) de remanescentes de mata atlântica,,ago/18,ago/19,Expirado,,,,,,,08/2018 a 08/2019,Andreia Arantes Borges,IRN,,"8,63"
706,EDO Comunicação: analise de sua contribuição para o fortalecimento da participação social e dos objetivos de criação de uma unidade de conservação da natureza,Edital 01/2018,ago/18,jul/20,Expirado,,,,,,,08/2018 a 07/2020,Daniela R. T. Riondet-Costa,IRN,,"8,5"
707,"Ambiente construído,  desenvolvimento e sociedade",Edital 01/2018,ago/18,ago/20,Expirado,,,,,,,08/2018 a 08/2020,Daniele Ornaghi Sant Anna,IRN,,"8,38"
708,Simulações computacionais e aprimoramento de rotinas aplicadas a sistemas de distribuição de água tendo em vista a melhoria de eficiência hidroenergética,Edital 01/2018,ago/18,jul/20,Expirado,,,,,,,08/2018 a 07/2020,Fernando das Graças Braga da Silva,IRN,,"6,56"
709,Desenvolvimento de interfaces gráficas em planilha eletrônica para o auxílio no projeto de trocadores de calor,Edital 01/2018,ago/18,ago/19,Expirado,,,,,,,08/2018 a 08/2019,Guilherme Youssef Rodriguez,IRN,Relatório final entregue em 13/09/2019 // Arquivado CAIXA 01/2020,6
710,Estudo da secagem de grãos a partir da investigação da condição de secagem isotérmica,Edital 01/2018,ago/18,jul/19,Expirado,,,,,,,08/2018 a 07/2019,Maisa Tonon Bitti Perazzini,IRN,Relatório final entregue e aprovado em 08/2020,"8,75"
711,Análise da efetividade da prática da avaliação de impacto ambiental no sul de Minas Gerais,Edital 01/2018,ago/18,jul/21,Vigente,,,,,,,08/2018 a 07/2021,Maria Rita Raimundo e Almeida,IRN,Projeto prorrogado de 01/07/2020 para 07/2021 em 19/06/2020,"8,13"
712,Modelagem e simulação computacional para determinação da dinâmica em leitos fluidizados gás-sólido em diferentes temperaturas,Edital 01/2018,ago/18,jul/19,Expirado,,,,,,,08/2018 a 07/2019,Maximilian Joachim Hodapp,IRN,,"8,88"
713,"Quantificação de hormônio de crescimento vegetal por isolados de rizobactérias, em diferentes fases de crescimento, visando produção de inóculo para mudas de oliveira",Edital 01/2018,ago/18,jul/19,Expirado,,,,,,,08/2018 a 07/2019,Rogério Melloni,IRN,Relatório final entregue em 24/10/2019 // Arquivado CAIXA 01/2020,"9,75"
714,Desenvolvimento de algoritmo de controle tolerante a falhas baseado em atuadores virtuais com reparametrização das ações de controle por séries de Laguerre,Edital 01/2018,ago/18,ago/19,Expirado,,,,,,,08/2018 a 08/2019,Thiago Vaz da Costa,IRN,relatório final entregue em 02/12/2019  // Arquivado CAIXA 01/2020,"8,38"
715,A viabilização do método WOOD FRAME de construção na região sudeste do Brasil CANCELADO,Edital 01/2018,,,,,,,,,,,Valquíria Claret dos Santos,IRN,A coordenadora do projeto enviou declaração informando que não houve andamento da pesquisa em 08/11/2018,"6,75"
716,Definição de Zonas Tarifárias para Alocação dos Custos de Sistemas de Transmissão,Edital 01/2018,jul/18,jun/19,Expirado,,,,,,,07/2018 a 06/2019,João Guilherme de Carvalho Costa,ISEE,,"9,63"
717,Estudo sobre conhecimentos e aprendizagens de professores e futuros professores em contextos colaborativos,Edital 01/2018,ago/18,dez/19,Expirado,,,,,,,08/2018 a 12/2019,Eliane Matesco Cristovão,IMC, Relatório final entregue em 03/02/2020,7
718,Problema de N-corpos estendidos e seus equilíbrios relativos,Edital 01/2018,jul/18,jul/20,Expirado,,,,,,,07/2018 a 07/2020,Lucas Ruiz dos Santos,IMC,,"8,5"
719,Extração de parâmetros de células solares visando o controle de qualidade e desempenho,Edital 01/2018,ago/18,set/19,Expirado,,,,,,,01/08/2018 a 09/2019,Adhimar Oliveira,IFQ,Relatório final entregue em 27/09/2019 // Arquivado CAIXA 01/2020,"8,63"
720,Tópicos Modernos em Teorias de Campo Integráveis,Edital 01/2018,ago/18,ago/20,Expirado,,,,,,,08/2018 a 08/2020,Alexis Roa Aguirre,IFQ,,9
721,Fatores de permanência e de evasão no curso de licenciatura em química da Unifei - Construção de um modelo de avaliação,Edital 01/2018,ago/18,jul/21,Vigente,,,,,,,08/2018 a 07/2021,Juliana Maria Sampaio Furlani,IFQ,,"8,13"
722,Investigação de propriedades elétricas em heteroestruturas análogas a Isolantes Topológicos,Edital 01/2018,jul/18,jul/20,Expirado,,,,,,,07/2018 a 07/2020,Sandra Nakamatsu,IFQ,,"8,5"
723,Avaliação da remoção de paracetamol de matrizes aquosas utilizando casca de amendoim como biosorvente   ,Edital 01/2018,ago/18,jul/19,Expirado,,,,,,,08/2018  07/2019,Sandro Andrade,IFQ,Relatório final entregue em 09/08/2019 // Arquivado CAIXA 01/2020,"6,5"
724,Simulação de Sistemas De Comunicação de Elétricas  Inteligen tes com Base em Conceitos de IoT,Edital 01/2018,ago/18,jul/19,Expirado,,,,,,,08/2018 a 07/2019,BrunoTardiole Kuehne,IESTI,,"8,63"
725,Identificação de Danos em Estruturas Aeronáuticas por meio de Métodos Inversos,Edital 01/2018,ago/18,ago/20,Expirado,,,,,,,08/2018 a 08/2020,Guilherme Ferreira Gomes,IEM,,"8,5"
726,Análise do comportamento hidrodinâmico de um mancal axial de sapatas pivotadas em relação à inclusão de imperfeições na superfície plana das sapatas CANCELADO,Edital 01/2018,,,,,,,,,,,Marcos Moura Galvão,IEM,Coordenador foi transferido para outro campus e havia optado por não registrar,"6,88"
727,Método de otimização por interseção normal à fronteirapara escores fatoriais ,,fev/16,fev/20,Expirado,CNPq,,"R$ 57.600,00",,,,02/2018 a 02/2020,Anderson Paulo de Paiva,IEPG,,
728,Avaliação da Suportabilidade de componentes  de redes compactas frente ao envelhecimento ,,set/18,ago/20,Expirado,,,,,,,09/2018 a 08/2020,Estacio Tavares Wanderley Neto,,Cancelado conforme email 22/10/2018 // Arquivado CAIXA 01/2020,
729,Sistema de baixo custo e alto rendimento para inspeção aérea e previsão de desastres,Demanda Universal - FAPEMIG ,mar/18,fev/21,Vigente,FAPEMIG  ,,"R$ 65.921,86",,,,03/2018 à 02/2021,Alexandre Carlos Brandão Ramos,IMC,demanda Universal APQ 00234-18,10
730,Simulaçao de dispositivos electromagnéticos em computação de alto desempenho ,Demanda Universal - FAPEMIG ,mar/19,dez/21,Vigente,FAPEMIG  ,,"R$ 39.994,50",,,,03/2019 à 12/2021,Mateus Augusto Faustino Chaib Junqueira,,,
731,Incorporação de previsões climáticas e hidrológicas na Gestão da Alocação no Rio São Francisco,,dez/17,nov/22,Vigente,CAPES,," R$ 269.000,00 ",,,,12/2017 à 11/2022,Benedito cláudio da Silva,IRN,,
732,"Algoritmos para o problema  de dimensionamento de lote, estoque e roteirização com restrições de empacotamento",Chamada Universal - CNPq,fev/19,fev/21,Vigente,CNPq,," R$ 15.200,00 ",,,,02/2019 à 02/2021,Pedro Henrique del Bianco Hokama ,IMC,,
733,Relação entre a microfísica da fase mista das tempestades e as propriedades fésicas e elétricas dos relâmpagos ,Chamada Universal - CNPq,fev/19,fev/22,Vigente,CNPq,," R$ 27.640,00 ",,,,02/2019 à 02/2022,Enrique Vieira Mattos,IRN,,
734,Projeto cancelado em 01/04/2020 ,Chamada Universal - CNPq,,,,,,,,,,,Jesús Antonio García Sánchez,IEM,Projeto cancelado em 01/04/2020 ,
735,Desenvolvimento Proteses para membros inferiores hibridas em impressão 3D ABS reforçadas com fibra de carbono/epóxi,Chamada Universal - CNPq,dez/18,dez/21,Vigente,CNPq,," R$ 25.000,00 ",,,,12/2018 à 12/2021,Guilherme Ferreira Gomes,IEM,,
736,Detecção de porosidade em materiais compósitos utilizando ondas ultrassônicas,Chamada Universal - CNPq,fev/19,jan/22,Vigente,CNPq,," R$ 20.000,00 ",,,,02/2019 a 01/2022,Paulo Pereira Junior,IEM,,
737,Pendente de envio de Ficha de Registro à DiP,Chamada Universal - CNPq,,,,,,,,,,,Antonio Carlos Fernandes ,IMC,,
738,Projeções climáticas para a América do Sul: ciclo de vida da monção Sul Americana ,Chamada Universal - CNPq,jan/19,jan/22,Vigente,CNPq,," R$ 59.500,00 ",,,,01/2019 a 01/2022,Michelle Simões Reboita,IRN ,,
739,Monitoramento da camada limite planetária em sistemas aquáticos por plataformas flutuantes estabilizadas ,Chamada Universal - CNPq,mar/19,mar/21,Vigente,CNPq,," R$ 60.000,00 ",,,,03/2019 a 03/2021,Arcilan Trevenzoli Assireu,IRN,,
740,Pendente de envio de Ficha de Registro à DiP,Chamada Universal - CNPq,,,,,,,,,,Pendente de envio de Ficha de Registro à DiP,Wilton da Silva Dias,IFQ,,
741,Evolução química de galáxias espirais: a conexão bojo-disco,Edital 005/2018,mar/19,mar/21,Vigente,,,,,,,03/2019 à 03/2021,Oscar Cavichia de Moraes,IFQ,,"8,5"
742,Preparação e caracterização de amostras cerâmicas contendo nióbio e alumínio dopadas com TiO2,Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 à 02/2020,Adhimar Oliveira,IFQ,relatório final entregue e aprovado em 03/2020,"7,5"
743,DEGRADAÇÃO DE EFLUENTES CONTENDO BTX PELO PROCESSO FENTON EMPREGANDO REATOR DE FLUXO ASCENDENTE,Edital 005/2018,fev/19,fev/21,Vigente,,,,,,,02/2019 à 02/2021,Rossano Gimenes,IFQ,,8
744,"Síntese, caracterização e avaliação do potencial antineoplásico de novos derivados terpenóides: potenciais inibidores da via do mevalonato",Edital 005/2018,dez/18,dez/20,Expirado,,,,,,,12/2018 à 12/2020,Mauricio Frota Saraiva,IFQ,,8
745,"Os artigos em História da Ciência da revista Ciência Hoje como recurso didático para o Ensino de Ciências: potencialidades, limites e dificuldades",Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 à 02/2020,Evandro Fortes Rozentalski,IFQ,,9
746,"SÍNTESE E CARACTERIZAÇÃO DE NOVOS COMPLEXOS HETEROLÉPTICOS DE Zn(II), Ni(II) E Sr(II) COM LIGANTES 
 DITIOCARBIMATOS E PIRIDINICOS COMO POTENCIAIS ACELERADORES DA VULCANIZAÇÃO DA BORRACHA  ",Edital 005/2018,mar/19,mar/20,Expirado,,,,,,,03/2019 à 02/2020,Eder do Couto Tavares,IFQ,,"8,13"
747,Síntese e caracterização de redes metalorgânicas baseadas em ferro,Edital 005/2018,mar/19,fev/21,Vigente,,,,,,,03/2019 à 02/2021,Geise Ribeiro,IFQ,,"6,63"
748,Efeito da têmpera interrompida na tenacidade à fratura da liga AA6351,Edital 005/2018,jan/19,dez/19,Expirado,,,,,,,01/2019 à 12/2019,Renata Neves Penha,IEM,relatório final entregue e aprovado em 03/2020,"8,38"
749,ANÁLISE TERMO-AMBIENTAL DE USINAS TERMELÉTRICAS DE CICLO COMBINADO DE ALTA EFICIÊNCIA A PARTIR DO USO DE GÁS NATURAL LIQUEFEITO IMPORTADO VISANDO A SEGURANÇA  ENERGÉTICA – CANCELADO,Edital 005/2018,,,,,,,,,,,ROGERIO JOSE DA SILVA,IEM,CANCELADO,"7,5"
750,Adequação de Tailoring Aeroelástico por meio de Otimização Topológica Aplicado no Projeto de Estruturas Aerodinâmicas,Edital 005/2018,jan/19,jan/21,Vigente,,,,,,,01/2019 a 01/2021,Bruno Silva de Sousa,IEM,,"8,13"
751,ESTUDO DA INFLUÊNCIA DA POROSIDADE NAS CONSTANTES ELÁSTICAS DE MATERIAIS COMPÓSITOS USANDO ONDAS ULTRASSÔNICAS,Edital 005/2018,dez/18,nov/20,Expirado,,,,,,,12/2018 a 11/2020,Paulo Pereira Junior,IEM,,"8,25"
752,PROJETO DE DISSIPADORES DINÂMICOS UTILIZANDO METAMATERIAIS ,,jan/19,dez/21,Vigente,CNPq,," R$ 20.000,000 ",,,,01/2019 A 12/2021,Jesús Antonio García Sánchez,IEM,Projeto a princípio registrado por meio do Edital 005/2018 e após submetido ao CNPq e portanto passou a ser considerado a partir de 05/2019 projeto com financiamento,"9,25"
753,DESENVOLVIMENTO DE COMPONENTES DE UMA PRÓTESE DE JOELHO MAGNETO REOLÓGICA ATIVA,Edital 005/2018,fev/19,jan/22,Vigente,,,,,,,02/2019 à 01/2022,Felipe de Souza Eloy,IEM,,"9,25"
754,BIOCONSTRUÇÃO: SISTEMAS SUSTENTÁVEIS E EFICIENTES,Edital 005/2018,mar/19,mar/22,Vigente,,,,,,,03/2019 a 03/2022,Angie Lizeth Espinosa Sarmiento,IEM,Projeto Prorrogado de 01/02/2021 para 01/03/2022 em 19/06/2020,"8,38"
755,ENTRE O CÉU E O INFERNO: COMPREENDENDO AS NARRATIVAS DISCURSIVAS DE MULHERES DOCENTES DO ENSINO SUPERIOR E OS PROCESSOS DE ADOECIMENTO DECORRENTES DO TRABALHO ACADÊMICO ,Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 a 02/2020,Isabel Cristina da Silva Arantes ,IEPG,,"6,88"
756,"Simulação de dispositivos com índice de refração negativo para obter lentes com resolução abaixo do índice de refração
",Edital 005/2018,fev/19,dez/19,Expirado,,,,,,,02/2019 a 12/2019,Mateus Augusto Faustino Chaib Junqueira,IESTI,,"7,63"
757,Desenvolvimento de plataforma embarcada para IoT com sistemas de tempo real,Edital 005/2018,jan/19,dez/21,Vigente,,,,,,,01/2019 a 12/2021,Rodrigo Maximiano Antunes de Almeida,IESTI,,10
758,Introdução à Teoria Ergódica e Sistemas Dinâmicos Caóticos,Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 à 02/2020,Fernando Pereira Micena,IMC,,10
759,Modelagem matemática para elucidar o potencial de redução de dose de Inibidores de Tirosina-Quinase no tratamento de Leucemia Mieloide Crônica,Edital 005/2018,mar/19,fev/21,Vigente,,,,,,,03/2019 à 02/2021,Artur César Fassoni,IMC,,10
760,Deformação e Alinhamento Modelo-Imagem Aplicado ao Reconhecimento de Estruturas Biológicas em Imagens Microscópicas,Edital 005/2018,jan/19,dez/20,Expirado,,,,,,,01/2019 à 12/2020,Elisa de Cássia Silva Rodrigues,IMC,,"6,38"
761,"Ambiente Computacional de Análise de Padrões Gradientes

",Edital 005/2018,fev/19,fev/20,Expirado,,,,,,,02/2019 a 02/2020,Roberto Affonso da Costa Junior,IMC,,"6,75"
762,Ocorrência da leptospirose no município de Itajubá: análise espacial e histórica,Edital 005/2018,,,,,,,,,,,Luiz Felipe Silva,IRN,Pendente de envio de fucha de registro,8
763,Caracterização Metalográfica de Ligas de Al submetidas a diferentes Ataques Químicos,Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 a 02/2020,Márcia Regina Baldissera Rodrigues,IRN,relatório final entregue e aprovado em 03/2020,"8,75"
764,Telhados verdes para o controle de odores de esgotos,Edital 005/2018,mar/19,fev/21,Vigente,,,,,,,03/2019 à 02/2021,HERLANE COSTA CALHEIROS,IRN,,"6,88"
765,ESTUDO DA SECAGEM DE RESÍDUO DE AÇAÍ E EXTRAÇÃO DE ÓLEO,Edital 005/2018,mar/19,fev/21,Vigente,,,,,,,03/2019 a 01/2021,Hugo Perazzini,IRN,,"8,88"
766,Uso de Metamateriais para o Projeto de reforço do Concreto,Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 a 02/2020,Paulo Cesar Gonçalves,IRN,EDITAL 005/2018// relatorio final entregue e aprovado em 03/2020,"7,63"
767,"Higiene do Trabalho – Avaliação de Riscos Químicos presentes na Universidade Federal de Itajubá (UNIFEI)

",Edital 005/2018,mar/19,fev/20,Expirado,,,,,,,03/2019 à 02/2020,Eduarda Cristina de Matos Camargo,IRN,relatório final entregue e aprovado em 03/2020,"8,25"
768,"ESTUDO PRÁTICO, APLICÁVEL NA INDÚSTRIA, DE SOLUÇÕES PARA O PROBLEMA DE QUEDA DE TENSÃO QUANDO DA UTILIZAÇÃO DE CONVERSOR DUAL NA OCORRÊNCIA DE FRENAGEM REGENERATIVA.",Edital 005/2018,fev/19,fev/21,Vigente,,,,,,,02/2019 a 02/2021,Angelo José Junqueira Rezek,ISEE,,"9,5"
769,Avaliação da Suportabilidade de Componentes de Redes Compactas Frente ao Envelhecimento,Edital 005/2018,fev/19,fev/20,Expirado,,,,,,,02/2019 à 02/2020,Gustavo Paiva Lopes,ISEE,,"9,5"
770,Transferência do conhecimento na relação universidade-indústria-governo: o papel da universidade na inovação e empreendedorismo  ,Edital 005/2018,jan/19,dez/20,Expirado,,,,,,,01/2019 à 12/2020,Sandra Miranda Neves,IEPG,,7
771,A educação ambiental e a psicologia histórico-cultural: uma aproximação necessária,Edital 005/2018,jan/19,dez/21,Vigente,,,,,,,01/2019 à 12/2021,Marcela de Moraes Agudo,IRN,Projeto Prorrogado em nov/20 para até 12/21,10
772,Melhorando o raciocínio matemático dos alunos da Educação Básica: ações de futuros professores.,Edital 005/2018,fev/19,jan/21,Vigente,,,,,,,02/2019 à 01/2021,Flávia Sueli Fabiani Marcatto,IMC,,"8,63"
773,Estudo de materiais sólidos aplicáveis no concreto ou argamassa auto adensável,Edital 005/2018,mar/19,mar/21,Vigente,,,,,,,03/2019 a 03/2021,Valquíria Claret dos Santos,IRN,EDITAL 005/2018 // prorrogado até 03/2021,"8,63"
774,"Geometria Algébrica Clássica, Moderna e Aplicada ",Demanda Universal - FAPEMIG ,mar/18,fev/21,Vigente,FAPEMIG  ,," R$ 26.718,35 ",,,,03/2018 a 02/2021,Rick Antônio Rischter,IMC,,
775,As peculiaridades de cidades do sul de Minas Gerais para a construção da mobilidade urbana sustentavel ,Demanda Universal - FAPEMIG ,dez/18,dez/21,Vigente,FAPEMIG  ,," R$ 46.798,40 ",,,,12/2018 a 12/2021,Josiane Palma Lima,IEPG,,
776,Microbiologia da agregação de solo de pastagem sob diferentes niveis de degradação ,Demanda Universal - FAPEMIG ,jan/18,dez/21,Vigente,FAPEMIG  ,," R$ 15.225,00 ",,,,01/2018 a 12/2021,Rogerio Melloni ,IRN ,Prorrogado de 01/01/2020 para 01/12/2021 em 04/06/2020,
777,Desenvolvimento de um modelo simplificado de estimativa de radiação solar para aplicações em modelos de produtividade agricola ,Demanda Universal - FAPEMIG ,dez/18,dez/20,Expirado,FAPEMIG,," R$ 69.678,00 ",,,,12/2018 a 12/2020,Marcelo de Paula Corrêa,IRN ,,
778,"Dinâmica dos processos atmosféricos relacionados à distribuição da camada de ozônio, radiação UV e aerossóis entre as regiões Antartica e Equatorial da América do Sul e conexões associadas ",Chamada Universal - CNPq,nov/18,nov/22,Vigente,CNPq,," R$ 1.391.866,80 ",,,,11/2018 a 11/2022,Marcelo de Paula Corrêa,IRN,Email enviado com comunicação do CNPq informando que não pagará o recurso,
779,Estudo de configurações centrais e soluções homográficas em mecânica celeste,Demanda Universal - FAPEMIG ,nov/18,nov/21,Vigente,FAPEMIG  ,," R$ 32.025,00 ",,,,11/2018 à 11/2021,Antonio Carlos Fernandes ,IMC ,,
780,Configurações centrais em mecânica celeste,Demanda Universal CNPq,fev/19,fev/22,Vigente,CNPq ,," R$ 25.000,00 ",,,,02/2019 à 02/2022,Antonio Carlos Fernandes ,IMC,,
781,Detecção e Identificação de danos estruturais o por meio de inteligência computacional ,Demanda Universal - FAPEMIG ,dez/18,dez/20,Expirado,FAPEMIG  ,," R$ 21.630,00 ",,,,12/2018 à 12/2020,Guilherme Ferreira Gomes,IEM,,
782,"Validação, otimização e usabilidade de simulação a eventos discretos aplicados na industria ",Demanda Universal - FAPEMIG ,mar/18,mar/21,Vigente,FAPEMIG  ,," R$ 40.677,00 ",,,,03/2018 à 03/2021,José Arnaldo Barra Montevechi,IEPG,,
783,Modelagem termodinâmica e experimentos críticos no sistema Ta-Ge-B,Demanda Universal - FAPEMIG ,jan/19,jan/22,Vigente,FAPEMIG  ,," R$ 21.525,00 ",,,,01/2019 à 01/2022,Antonio Augusto Araújo Pinto da Silva,IEM,,
784,Polímeros Epoxidicos Para Aplicações Cardiológicas e Oncológicas,Demanda Universal - FAPEMIG ,jan/16,jan/21,Vigente,FAPEMIG  ,," R$ 72.302,82 ",,,,01/2019 à 01/2021,Filiberto Gonzalez Garcia ,IFQ,,
785,Caracterização das propriedades elétricas e físicas das tempestadesna região sudeste do Brasil ,Demanda Universal - FAPEMIG ,fev/19,fev/22,Vigente,FAPEMIG  ,," R$ 24.743,25 ",,,,02/2019 à 02/2022,Enrique Vieira Mattos,IRN,,
786,Um sistema integrado de aquisição e sinais de EEG de baixa tensão e baixa potência em CMOS ,Demanda Universal - FAPEMIG ,fev/19,jan/22,Vigente,FAPEMIG  ,," R$ 39.600,00 ",,,,02/2019 à 01/2022,Tales Cleber Pimenta,IESTI,,
787,"Validação, otimização e usabilidade de simulação a eventos discretos aplicados na industria ",CNPq,fev/19,fev/22,Vigente,CNPq,," R$ 35.000,00 ",,,,02/2019 a 02/2022,José Arnaldo Barra Montevechi,IEPG,,
788,A análise de eficiência como ferramenta de auxílio a tomada de decisão ,FAPEMIG  ,mar/18,fev/21,Vigente,FAPEMIG  ,," R$ 54.000,00 ",,,,03/2018 a 02/2021,Rafael Coradi Leme ,IEPG,,
789,"Validação, otimização e usabilidade de simulação a eventos discretos aplicados na industria ",CNPq,mar/18,fev/21,Vigente,CNPq,," R$ 39.600,00 ",,,,03/2018 a 02/2021,Rafael Coradi Leme ,IEPG,,
790,Evolução química do disco e bojo de galáxias espirais,Demanda Universal - FAPEMIG ,dez/18,dez/20,Expirado,FAPEMIG  ,," R$ 17.503,50 ",,,,12/2018  a 12/2020,Oscar Cavichia de Moraes,IFQ,,
791,Desenvolvimento e aplicação de técnicas ultrassõnicas para inspeção de componentes mecânicos e caracterização de materiais,FAPEMIG  ,dez/18,nov/21,Vigente,FAPEMIG  ,," R$ 13.650,00 ",,,,12/2018 a 11/2021,Paulo Pereira Junior,IEM,,
792,Estudo Teórico-Experimental em Transferência de Calor em ênfase no Desenvolvimento de Técnicas de Problemas Inversos,Demanda Universal - FAPEMIG ,jan/19,jan/21,Vigente,FAPEMIG  ,," R$ 50.610,00 ",,,,01/2019 a 01/2021,Sando Metrevelle Marcondes de Lima e Silva,IEM,,
793,Caracterização de Materiais e Dispositivos Semicondutores - CNPq -306049/2007-4,CNPq,abr/18,fev/21,Vigente,CNPq,," R$ 39.600,00 ",,,,04/2018 a 03/2020,Rero Marques Rubinger,IFQ,,
794,"Geração de Eletricidade em Sistema Híbrido usando energia Heliotérmica , Biomassa e Borra de Petróleo ( CNPq -Nº311651/2018-6)",CNPq,mar/19,fev/22,Vigente,CNPq,," R$ 39.600,00 ",,,,03/2019 a 02/2022,Osvaldo José Venturini,IEM,,
795,Gerenciamento de riscos em sistemas de Gestão da qualidade NBR ISSO 13485:2016 de empresas do Setor de equipamentos eletrodomésticos,CNPq,mar/19,fev/21,Vigente,CNPq,," R$ 39.600,00 ",,,,03/2019 à 02/2021,Carlos Eduardo Sanches da Silva,IEPG,,
796,Otimização mecânica e acústica de um ventilador sem pás utilizando análises numérica e experimental,,jan/19,dez/22,Vigente,FAPEMIG,," R$ 23.100,00 ",,,,01/2019 a 12/2022,Jesus Antonio Garcia Sanchez ,IEM,,
797,Monitoramento de Processos,,mai/19,dez/20,Expirado,CNPq,," R$ 66.000,00 ",,,,05/2019 a 12/2020,Antonio Fernando Branco Costa,UNIFEI,,
798,"Impacto da Infestação de ""LimNoperna Fortunei"" na Micro Geração Hedrelétrica Brasileira",,mar/19,fev/23,Vigente,CNPq,,"R$ 25.800,00", 1 PQ 1B ,,,03/2019 a 02/2023,Carlos Barreira Martinez,IEM,,
799,Estudo eletrônico e estrutural de complexos de coordenação com propriedades fotocrômicas,,dez/18,dez/21,Vigente,CNPq,," R$ 39.600,00 ",,,,12/2018 a 12/2021,Frederico Barros de Sousa,IFQ,,
800,Tratamento de resíduos sólidos indutriais: secagem de resíduos de açaí,,dez/18,dez/20,Expirado,FAPEMIG,,"R$ 5.670,00",,,,12/2018 a 12/2020,Hugo Perazzini,IRN,,
801,Estudo de nebulosas planetárias e aglomerados abertos com uso de otimização global,,mar/17,fev/20,Expirado,CNPq,," R$ 39.600,00 ",1,,,03/2019 a 02/2020,Hektor Sthenos Alves Monteiro,IFQ,,
802,Efeito do teor de ferro e das taxas de resfriamento na microestrutura e nas propriedades mecanicas de ligas Al-Si-Cu-Mg,,mar/19,fev/21,Vigente,CNPq,," R$ 39.600,00 ",1PQ,,,03/2019 a 02/2021,Mirian de Lourdes Noronha Motta Melo,IEM,,
803,Produção e avaliação da microestrutura e das propriedades mecânicas de metais duros ,,mai/19,abr/22,Vigente,CNPq,,,1PQ,,,05/2019 a 04/2022,Edmilson Otoni Correa,IEM,,
804,Um sistema de apoio a diagnóstico de TEA baseado em imagens de ressonância magnética e aprendizado de máquina,,dez/18,dez/22,Vigente,FAPEMIG,,"R$ 70.323,00",2,,,12/2018 a 12/2022,"Guilherme Sousa Bastos
",IESTI,,
805,Metodologia de Projeto do Lean Office para Instituição de Ensino Superior Federal,,mai/19,mai/22,Vigente,FAMPEMIG,,"R$ 24.000,00",,,,05/2019 a 04/2022,Carlos Eduardo Sanches da Silva,,,
806,Otimização das condições de usinagem em aços ligas especiais ,,mar/19,fev/23,Vigente,CNPq,,"R$ 110.400,00",,,,03/2019 a 02/2023,João Roberto Ferreira,IEPG,,
807,Meninas Empreendedoras na Química ,,mar/19,jun/20,Expirado,CNPq ,,"R$ 11.600,00",,,,03/2019 a 06/2020,Geise Ribeiro ,IFQ,,
808,Articulações entre as áreas da educação ambiental e da educação em ciências:  significados produzidos por pesquisadores em teses e dissertações do campo da educação ambiental,,ago/19,jul/21,Vigente,Não possui ,,,,,,08/2019 a 07/2021,Luciano Fernandes Silva,IFQ,,"7,13"
809,Uma busca por efeitos fenomenológicos de gravitação quântica em meios não lineares ,,set/19,jul/21,Vigente,Não possui ,,,,,,08/2019 a 07/2021,Eduardo Henrique Silva Bittencourt ,IFQ,,"8,88"
810,"Investigações em teorias de gravitação: abordagens perturbativas, exatas e computacionais com aplicação de Machine Learning",,ago/19,jul/21,Vigente,Não possui ,,,,,,08/2019 a 07/2021,Alan Bendasoli Pavan ,IFQ,,"8,63"
811,Concepção e construção de concentradores ópticos para células solares,,ago/19,ago/20,Expirado,Não possui ,,,,,,08/2019 a 08/2020,Adhimar Flávio Oliveira,IFQ,Relatório Final Aprovado em 30/09/2020,"8,38"
812,"Síntese, caracterização e avaliação da atividade antibacteriana de pirazóis carboxilados ",,ago/19,jul/22,Vigente,Não possui ,,,,,,08/2019 a 07/2022,Maurício Silva dos Santos ,IFQ,Projeto prorrogado de 07/2020 para 07/2022 em 09/2020. // A partir do dia 24/09/2020 a carga horária do coordenador mudou de 8 horas semanais para 4 horas semanais // Lais Helena Rodrigues Ferreira excluída do projeto a partir de 24/09/2020,"7,75"
813,Avaliação de middlewares para padronização de dados de dispositivos de internet das coisas,,ago/19,jul/20,Expirado,Não possui ,,,,,,08/2019 a 07/2020,Edvard Martins de Oliveira,IESTI,,"7,63"
814,Criação de plataforma de simulação e controle para sistemas aeronáuticos ,,jul/19,jun/21,Vigente,Não possui ,,,,,,08/2019 a 06/2021,Yohan Alí Díaz Méndez ,IEM,,"6,38"
