N�;Nome do Projeto;In��cio;T�mino;Status;�rg�o Financiador;Recursos Internos ;Recursos Externos ;Participa��o     Inicio e fim;Equipe;Instituto Vinculado;Cargo (Aluno/ Coordenador/ Professor);Carga Hor�ria;Observa��es;Nota;;
20;Desenvolvimento, processamento e caracterização microestrutural e mecânica de aços bifásicos;01/08/2010;01/07/2012;;;R$ 0,00;;04/2011 a 03/2012;Eduardo Alves Borges Sena, 18807;;Discente;12;;;;
20;Desenvolvimento, processamento e caracterização microestrutural e mecânica de aços bifásicos;01/08/2010;01/07/2012;;;R$ 0,00;;04/2011 a 07/2012;Márcia Regina Baldissera Rodrigues;IFQ;Docente;12;;;;
20;Desenvolvimento, processamento e caracterização microestrutural e mecânica de aços bifásicos;01/08/2010;01/07/2012;;;R$ 0,00;;05/2011 a 04/2012;Fernanda Mattos Molinas;;Docente;12;;;;
21;Estudo das Propriedades Mecânicas e de Resistência à Corrosão do Aço Superdúplex UNS S32520;01/04/2011;01/03/2012;Expirado;PET Mecânica;R$ 0,00;;05/2011 a 03/2012;Silmara Cristina Baldissera Kabayama;IEM;Coordenador;16;Arquivado Caixa A;;;
21;Estudos das Propriedades Mecânicas e de Resistência à Corrosão do Aço Superdúplex UNS S32520;01/04/2011;01/03/2012;;PET Mecânica;R$ 0,00;;04/2011 a 03/2012;Camila Rodrigues Miranda - 19043;;Discente;12;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;Expirado;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;Rogério José da Silva;IEM;Coordenador;6;Arquivado Caixa A;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;Daniel Thomazini ;IEM;Docente;4;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;Maria Virgínia Gelfuso;IEM;Docente;4;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;Marcelo José Pirani;IEM;Docente;4;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;Mirian de Loudes Noronha Motta Melo;IEM;Docente;4;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;Mariana Natale Belato, 21909;;Discente;16;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;;R$ 184.191,00;05/2011 a 11/2012;Maria Isabella Caldeira Henrique, 17197 ;;Discente;8;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;;R$ 184.191,00;05/2011 a 11/2012;Cássia Maria Gama Lemo, 15691;;Discente;4;;;;
22;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/05/2011;01/11/2012;;FAPEMIG;R$ 0,00;R$ 184.191,00;05/2011 a 11/2012;William Gabriel E. Souza Silva, 17212;;Discente;4;;;;
23;Educação e Psicanálise - As dinâmicas das Práticas educativas e os mitos sobre as causas das dificuldades escolares: os problemas de aprendizagem;01/11/2008;01/11/2010;Expirado;;R$ 0,00;;11/2008 a 11/2010;Rogério Rodrigues;IFQ;Coordenador;3;Arquivado Caixa A;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;Expirado;Ministério do Planejamento/COPPETEC;R$ 0,00;R$ 10.800,00;05/2011 a 06/2019;Melise Maria Veiga de Paula;IMC;Coordenador;10;Foi solicitado alteração do prazo de vigência  do projeto de Julho para junho de 2016, onde este projeto não poderá ser prorrogado novamente/ Prorrogado em 08/2018 para 12/2018/Prorrogado em 04/2019 para até 06/2019;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;05/2011 a 04/2012;Fernanda Cristina Ribeiro, 15582;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;06/2011 a 04/2012;Thiago Pereira Ferreira, 15604;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;07/2012 a 02/2013;Rafael Sampaio de Oliveira, 19203;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;07/2012 a 12/2014;Bárbara Pimenta Caetano;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;05/2011 a 06/2012;Fernanda Cristina Ribeiro, 15582 ;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;03/2012 a 02/2013;Guilherme Xavier Ferreira, 19186;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;06/2011 a 02/2012;Thiago Pereira Ferreira, 15604;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;02/2013 a 01/2014;Aldeide da Silva Brasil, 21513;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;03/2012 a 02/2013;Guilherme Xavier Ferreira, 19186;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;07/2013 a 03/2014;Tulio Max Mendes Moraes, 21679;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;08/2013 a 12/2013;Guilherme Augusto Ferreira, 22508;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;01/2014 a 07/2014;Flávia Antunes Rangel, 18627;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;04/2014 a 07/2014;Bruno Augusto Constantino, 18620;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;12/2013 a 06/2014;Luan Junior Costa, 21613;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;06/2014 a 03/2015;Clovis Martins de Noronha, 27859;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;07/2014 a 01/2015;Mario Guilherme Macedo, 18637;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;10/2014 a 12/2015;Rafael de Magalhães Dias Frinhani;IMC;Docente;10;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;11/2014 a 03/2015;Vanessa Cristina Oliveira de Souza;IMC;Docente;10;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;10/2014 a 03/2015;Isabela Neves Drummond;IMC;Docente;4;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;12/2014 a 08/2015;Alerson Eliezer Ribeiro Luz, 27481 ;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;11/2014 a 06/2017;Tiago Aparecido Ferreira, 27892;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;09/2015 a 12/2015;Guilherme Werneck de Oliveira, 29935;;Discente;10;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;03/2015 a 07/2015;Guilherme Xavier Ferreira, 19186;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;04/2015 a 12/2015;Rafael Sampaio de Oliveira, 19203;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;08/2015 a 12/2015;Bárbara Pimenta Caetano;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;03/2016 a 03/2016;Gabriela Maria B. Siqueira, 33664;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;11/2016 a 06/2017;Talita Cintra Goulart de Oliveira (26743);;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;12/2016 a 06/2018;Flavio Belizario da Silva Mota;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;12/2016 a 06/2018;Lígia dos Santos Fernandes;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;04/2017 a 06/2018;Jonas Henrique Ribeiro Paula;;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;11/2016 à 12/2016;Yasmin Bacha Castro (26589);;Discente;12;;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;11/2016 a 06/2017;Luiz Felipe Fernandes Machado Costa (24343);;Discente;12;ùltimo pedido de alteração em novembro/2016 - Prorrogação de vigência para 06/2017 e inserção de bolsistas.;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;cancelado em 05/06/2019;Bruno Guilherme Lunardi;;Discente;12;Solicitada prorrogação de vigância para 06/18 e inserçao de membro em 06/12/2017- Prorrogado para 12/2018 / Prorrogado até 06/2019;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;02/2019 a 06/2019;Igor de Oliveira Gregório;;Discente;12;Inserido em 04/2019;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;05/2019 a 07/2019;Tássio Silva;;Discente;12;Inserido em 06/2019;;;
24;VISPUBLICA: Visualização de Dados Públicos;01/05/2011;01/07/2019;;Ministério do Planejamento/COPPETEC;;R$ 10.800,00;05/2019 a 10/2019 ;Caroline Lopes Resek;;Discente;12;Inserido em 06/2019;;;
25;Ciência e Tecnologia da Informação Geográfica: Ampliando as Aplicações em Transportes e Logística;01/03/2011;01/02/2014;Expirado;CNPq;;R$ 39.600,00;03/2011 a 02/2014;Renato da Silva Lima;IEPG;Coordenador;2;Arquivado Caixa B;;;
26;Levantamento das formulações necessárias para o cálculo do aumento de perdas elétricas em transformadores suprindo cargas não-lineares, utilizando os softwares Excel, Matlab e Lab VIEW;01/10/2010;01/11/2011;Expirado;SESu - PET Elétrica - Fundo FNDE;R$ 0,00;R$ 9.360,00;10/2010 a 11/2011;Fernando Nunes Belchior;ISEE;Coordenador;4;Arquivado Caixa A;;;
26;Levantamento das formulações necessárias para o cálculo do aumento de perdas elétricas em transformadores suprindo cargas não-lineares, utilizando os softwares Excel, Matlab e Lab VIEW;01/10/2010;01/11/2011;;SESu - PET Elétrica - Fundo FNDE;R$ 0,00;R$ 9.360,00;10/2010 a 11/2011;Alex Narimatsu Bernardi, 17033;;Discente;12;;;;
26;Levantamento das formulações necessárias para o cálculo do aumento de perdas elétricas em transformadores suprindo cargas não-lineares, utilizando os softwares Excel, Matlab e Lab VIEW;01/10/2010;01/11/2011;;SESu - PET Elétrica - Fundo FNDE;R$ 0,00;R$ 9.360,00;10/2010 a 11/2011;Lucas Lugatto Emerencio, 17096;;Discente;12;;;;
27;Eco-Veículo 2011;01/01/2011;01/12/2012;Expirado;;R$ 0,00;;11/2011 a 2012;José Hamilton Chaves Gorgulho Júnior;IEPG;Coordenador;10;Arquivado Caixa A;;;
27;Eco-Veículo 2012;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Adriano Messala Coimbra;;Discente;10;;;;
27;Eco-Veículo 2013;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Aline Fernandes da Silva;;Discente;10;;;;
27;Eco-Veículo 2014;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Aline Torques de Azevedo;;Discente;10;;;;
27;Eco-Veículo 2015;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Ariel Rennó Chaves;;Discente;10;;;;
27;Eco-Veículo 2016;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Arthur Manuel Silva Pinto;;Discente;10;;;;
27;Eco-Veículo 2017;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Bruno Fadel Condino;;Discente;10;;;;
27;Eco-Veículo 2018;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Camila Augusto;;Discente;10;;;;
27;Eco-Veículo 2019;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Carolina de Miranda Motta;;Discente;10;;;;
27;Eco-Veículo 2020;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Diego Máximo Neves;;Discente;10;;;;
27;Eco-Veículo 2021;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Diogo Faria Wood;;Discente;10;;;;
27;Eco-Veículo 2022;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Fábio Paiva Santos;;Discente;10;;;;
27;Eco-Veículo 2023;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Fernanda Reis Rocha Ribeiro;;Discente;10;;;;
27;Eco-Veículo 2024;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Fernando Miranda Suraty;;Discente;10;;;;
27;Eco-Veículo 2025;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Hélio dos Santos Neto;;Discente;10;;;;
27;Eco-Veículo 2026;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Jefferson Tarcísio Zenezini;;Discente;10;;;;
27;Eco-Veículo 2027;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Julio Cesar Pereira Barbosa Santos;;Discente;10;;;;
27;Eco-Veículo 2028;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Larissa Maiara Palombo;;Discente;10;;;;
27;Eco-Veículo 2029;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Lincoln da Costa Romaro;;Discente;10;;;;
27;Eco-Veículo 2030;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Marcelo Moraes Martins Oliveira;;Discente;10;;;;
27;Eco-Veículo 2031;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Marília Machado Ribeiro;;Discente;10;;;;
27;Eco-Veículo 2032;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Patrícia Destefano;;Discente;10;;;;
27;Eco-Veículo 2033;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Sergio de Melo Beck;;Discente;10;;;;
27;Eco-Veículo 2034;01/01/2011;01/12/2012;;;R$ 0,00;;11/2011 a 2012;Wiltom Moreira da Silva Junior;;Discente;10;;;;
28;Teoria Quântica de Campos em Espaços Curcos e a Natureza da Energia e da Matéria Escura;01/11/2010;01/10/2012;Expirado;CNPq;R$ 0,00;R$ 6.105,51;11/2010 a 10/2012;Saulo Henrique Pereira;;Coordenador;16;Arquivado Caixa A;;;
28;Teoria Quântica de Campos em Espaços Curcos e a Natureza da Energia e da Matéria Escura;01/11/2010;01/10/2012;;CNPq;R$ 0,00;R$ 6.105,51;11/2010 a 10/2012;Juan Carlos Zavaleta Aguilar;;Docente;8;;;;
29;Projeto de uma máquina de ensaio de flexão em escala reduzida;01/05/2011;01/11/2012;Expirado;PET/SESU - MEC;R$ 0,00;;15/2011 a 11/2012;Glauco José Rodrigues de Azevedo;IEM;Coordenador;12;Arquivado Caixa A;;;
29;Projeto de uma máquina de ensaio de flexão em escala reduzida;01/05/2011;01/11/2012;;PET/SESU - MEC;R$ 0,00;;15/2011 a 11/2012;Leonardo Kyo Kabayama;IEM;Docente;8;;;;
29;Projeto de uma máquina de ensaio de flexão em escala reduzida;01/05/2011;01/11/2012;;PET/SESU - MEC;R$ 0,00;;15/2011 a 05/2012;Caio Cesar Mafra Marques, 19041;;Discente;12;;;;
30;Modelo Analítico para Chamas Difusivas Laminares Cilíndricas;01/05/2011;01/03/2012;Expirado;PET/SESU - MEC;R$ 0,00;;05/2011 a 03/2012;Helcio Francisco Villa Nova;IEM;Coordenador;8;Arquivado Caixa A;;;
30;Modelo Analítico para Chamas Difusivas Laminares Cilíndricas;01/05/2011;01/03/2012;;PET/SESU - MEC;R$ 0,00;;05/2011 a 03/2012;Vinicius Semenzi Paschoali,19085;;Discente;12;;;;
31;Robô Humanóide com Interface Baseado em Visão;01/04/2011;01/11/2011;Expirado;SESu - PET Elétrica - Fundo FNDE;R$ 0,00;R$ 2.880,00;04/2011 a 11/2011;Carlos Henrique Valério de Moraes;IESTI;Coordenador;10;Arquivado Caixa A;;;
31;Robô Humanóide com Interface Baseado em Visão;01/04/2011;01/11/2011;;SESu - PET Elétrica - Fundo FNDE;R$ 0,00;R$ 2.880,00;04/2011 a 11/2011;Carlos Eduardo Teixeira, 17047;;Discente;12;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;Expirado;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Luiz Eduardo Borges da Silva;IESTI;Coordenador;15;Arquivado Caixa B;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Carlos Henrique da Silva;IEI;Docente;17;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Maurilio Pereira Coutinho;IESTI;Docente;8;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Carlos Henrique Valério de Moraes;IESTI;Docente;17;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Sílvia Costa Ferreira, 20831;;Discente;12;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Thiago Goulart Rotella, 20250;;Discente;12;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Luis Fernando Villa Rios,16972;;Discente;12;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Luiz Alberto Aguiar de Melo, 18515;;Discente;12;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Cláudio Shu Xiong NG, 16948;;Discente;12;;;;
32;Filtro híbrido para aplicações de baixo custo;01/04/2011;01/03/2014;;CPFL - RGF;R$ 0,00;R$ 113.000,00;04/2011 a 03/2014;Michel Ângelo Inácio Silva Jr, 22087;;Discente;12;;;;
33;Métodos Numéricos Aplicados no Escoamento de Fluidos;01/04/2011;01/03/2012;Expirado;Programa PET (SESU-MEC);R$ 0,00;;04/2011 a 03/2012;Genésio José Menon;IEM;Coordenador;6;;;;
33;Métodos Numéricos Aplicados no Escoamento de Fluidos;01/04/2011;01/03/2013;;Programa PET (SESU-MEC);R$ 0,00;;04/2011 a 03/2012;Rômulo Vilasboas Chiaradia;;Docente;12;;;;
34;Análise da adequação do GESPÚBLICA em prefeituras do Estado de Minas Gerais;01/01/2009;01/11/2011;Expirado;FAPEMIG;R$ 0,00;;01/2009 a 11/2011;João Batista Turrioni;IEPG;Coordenador;4;;;;
34;Análise da adequação do GESPÚBLICA em prefeituras do Estado de Minas Gerais;01/01/2009;01/11/2011;;FAPEMIG;R$ 0,00;;01/2010 a 11/2011;Mariana Akemi Takano, 17013;;Discente;10;;;;
34;Análise da adequação do GESPÚBLICA em prefeituras do Estado de Minas Gerais;01/01/2009;01/11/2011;;FAPEMIG;R$ 0,00;;01/2010 a 11/2011;Michelle Cristianne de Souza, 17017;;Discente;10;;;;
34;Análise da adequação do GESPÚBLICA em prefeituras do Estado de Minas Gerais;01/01/2009;01/11/2011;;FAPEMIG;R$ 0,00;;06/2009 a 01/2010;Tiago Luiz Pimentel dos Santos, 17253;;Discente;10;;;;
34;Análise da adequação do GESPÚBLICA em prefeituras do Estado de Minas Gerais;01/01/2009;01/11/2011;;FAPEMIG;R$ 0,00;;01/2010 a 11/2011;Vinicius Rennó de Paula, 17032;;Discente;10;;;;
35;Desenvolvimento de um Novo Conceito para Bloquetes e Telhas Cerâmicas: Produtos Inovadores e Ambientalmente Responsáveis;01/06/2010;01/06/2012;Expirado;MCT / CNPq (Edital 65/2009) Processo: 554415/2010-0;R$ 0,00;R$ 360.369,40;06/2010 a 06/2012;Eduardo Quinteiro;;Coordenador;4;Arquivado Caixa A;;;
35;Desenvolvimento de um Novo Conceito para Bloquetes e Telhas Cerâmicas: Produtos Inovadores e Ambientalmente Responsáveis;01/06/2010;01/06/2012;;MCT / CNPq (Edital 65/2009) Processo: 554415/2010-0;R$ 0,00;R$ 360.369,40;03/2011 a 06/2012;Adriane Patrícia de Matos;;Discente;40;;;;
35;Desenvolvimento de um Novo Conceito para Bloquetes e Telhas Cerâmicas: Produtos Inovadores e Ambientalmente Responsáveis;01/06/2010;01/06/2012;;MCT / CNPq (Edital 65/2009) Processo: 554415/2010-0;R$ 0,00;R$ 360.369,40;08/2010 a 06/2012;Eder Modanez;;Discente;40;;;;
35;Desenvolvimento de um Novo Conceito para Bloquetes e Telhas Cerâmicas: Produtos Inovadores e Ambientalmente Responsáveis;01/06/2010;01/06/2012;;MCT / CNPq (Edital 65/2009) Processo: 554415/2010-0;R$ 0,00;R$ 360.369,40;09/2010 a 06/2012;Franciele Moreira;;Discente;20;;;;
